"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Department for Education (excl. agencies)","Outside London","30","[c]","39940","37590"
"Leaver CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for International Trade","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Transport (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Work and Pensions (excl. agencies)","London","225","[c]","31540","31060"
"Leaver CS","2023","Asian","Department for Work and Pensions (excl. agencies)","Outside London","405","[c]","27130","27570"
"Leaver CS","2023","Asian","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Driver and Vehicle Licensing Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Driver and Vehicle Standards Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Driver and Vehicle Standards Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","FCDO Services","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Internal Audit Agency","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Legal Department","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Courts and Tribunals Service","London","65","[c]","28790","25480"
"Leaver CS","2023","Asian","HM Courts and Tribunals Service","Outside London","70","[c]","24960","21780"
"Leaver CS","2023","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Land Registry","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Prison and Probation Service","London","55","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Prison and Probation Service","Outside London","135","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs (excl. agencies)","London","75","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs (excl. agencies)","Outside London","275","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury (excl. agencies)","London","50","[c]","36350","32320"
"Leaver CS","2023","Asian","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Health and Safety Executive","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","London","145","[c]","36290","30410"
"Leaver CS","2023","Asian","Home Office","Outside London","65","[c]","28350","25880"
"Leaver CS","2023","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","London","45","[c]","42330","34450"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Outside London","50","[c]","33610","31060"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","London","35","[c]","43790","41750"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","London","35","[c]","47630","40700"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Public Guardian","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
