"Status","Year","Disability","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","White","Property","Male","375","365","34010","32970"
"In post","2023","Unknown","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Security","Female","220","210","35780","33830"
"In post","2023","Unknown","White","Security","Male","905","885","34460","30700"
"In post","2023","Unknown","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Female","1720","1630","41910","34730"
"In post","2023","Unknown","White","Unknown","Male","1475","1445","42630","38330"
"In post","2023","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Debt","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","No function","Female","80","[c]","31530","28600"
"Leaver CS","2023","Declared disabled","Asian","No function","Male","85","[c]","29680","28120"
"Leaver CS","2023","Declared disabled","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","No function","Female","110","[c]","30890","29660"
"Leaver CS","2023","Declared disabled","Black","No function","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","No function","Female","55","[c]","29250","28120"
"Leaver CS","2023","Declared disabled","Mixed","No function","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
