"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Finance","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Mixed","Finance","Outside London","G6/G7","30","30","[c]","[c]"
"In post","2023","Mixed","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Outside London","SEO/HEO","45","40","38880","38470"
"In post","2023","Mixed","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","G6/G7","30","30","59980","59020"
"In post","2023","Mixed","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","SEO/HEO","55","55","40450","39620"
"In post","2023","Mixed","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Outside London","AA/AO","20","15","[c]","[c]"
"In post","2023","Mixed","Human Resources","Outside London","EO","30","30","[c]","[c]"
"In post","2023","Mixed","Human Resources","Outside London","G6/G7","30","30","56930","57490"
"In post","2023","Mixed","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Outside London","SEO/HEO","65","60","36470","35030"
"In post","2023","Mixed","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","EO","10","5","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Mixed","International Trade","London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","International Trade","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Mixed","International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Mixed","International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","London","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Legal","London","G6/G7","115","110","62950","63040"
"In post","2023","Mixed","Legal","London","SCS level","15","15","[c]","[c]"
"In post","2023","Mixed","Legal","London","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Mixed","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Legal","Outside London","G6/G7","80","75","57240","55170"
"In post","2023","Mixed","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Mixed","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","G6/G7","10","5","[c]","[c]"
"In post","2023","Mixed","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Mixed","Medicine","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Medicine","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","London","AA/AO","315","290","28400","26400"
"In post","2023","Mixed","Operational Delivery","London","EO","425","400","31820","32200"
"In post","2023","Mixed","Operational Delivery","London","G6/G7","60","60","61270","59940"
"In post","2023","Mixed","Operational Delivery","London","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","London","SEO/HEO","240","235","39750","39150"
"In post","2023","Mixed","Operational Delivery","London","Unknown","145","140","34530","33050"
"In post","2023","Mixed","Operational Delivery","Outside London","AA/AO","1390","1270","24430","22500"
"In post","2023","Mixed","Operational Delivery","Outside London","EO","1080","1005","28560","28120"
"In post","2023","Mixed","Operational Delivery","Outside London","G6/G7","80","80","59680","55320"
"In post","2023","Mixed","Operational Delivery","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Outside London","SEO/HEO","465","445","37620","35000"
"In post","2023","Mixed","Operational Delivery","Outside London","Unknown","515","485","29890","26840"
"In post","2023","Mixed","Operational Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Mixed","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Other","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Mixed","Other","London","EO","30","30","[c]","[c]"
"In post","2023","Mixed","Other","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Mixed","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Other","London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Mixed","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Other","Outside London","AA/AO","65","60","21650","21690"
"In post","2023","Mixed","Other","Outside London","EO","35","30","27930","28120"
"In post","2023","Mixed","Other","Outside London","G6/G7","5","5","[c]","[c]"
