"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","No function","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","No function","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","No function","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","No function","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","No function","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","No function","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","No function","Female","10","5","[c]","[c]"
"In post","2023","Unknown","White","No function","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","No function","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
