"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Veterinary Medicines Directorate","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","G6/G7","Male","35","35","59240","58180"
"In post","2023","Veterinary Medicines Directorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","SEO/HEO","Female","40","40","37830","39090"
"In post","2023","Veterinary Medicines Directorate","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Female","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Male","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6/G7","Male","45","45","80680","76500"
"In post","2023","Water Services Regulation Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO/HEO","Female","70","65","47190","44580"
"In post","2023","Water Services Regulation Authority","SEO/HEO","Male","70","70","48500","47780"
"In post","2023","Welsh Government (excl. agencies)","AA/AO","Female","520","465","25100","25620"
"In post","2023","Welsh Government (excl. agencies)","AA/AO","Male","315","300","25160","25620"
"In post","2023","Welsh Government (excl. agencies)","EO","Female","615","570","29810","30610"
"In post","2023","Welsh Government (excl. agencies)","EO","Male","450","435","29930","30610"
"In post","2023","Welsh Government (excl. agencies)","G6/G7","Female","625","590","63950","63900"
"In post","2023","Welsh Government (excl. agencies)","G6/G7","Male","530","510","65210","63900"
"In post","2023","Welsh Government (excl. agencies)","SCS level","Female","80","80","86960","81600"
"In post","2023","Welsh Government (excl. agencies)","SCS level","Male","110","105","92530","83390"
"In post","2023","Welsh Government (excl. agencies)","SEO/HEO","Female","1725","1610","42630","39690"
"In post","2023","Welsh Government (excl. agencies)","SEO/HEO","Male","1005","980","43050","41700"
"In post","2023","Welsh Revenue Authority","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","EO","Female","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Wilton Park","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Wilton Park","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","EO","Female","25","20","[c]","[c]"
"In post","2023","Wilton Park","EO","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Wilton Park","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Wilton Park","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","AA/AO","Female","65","[c]","22820","22150"
"Leaver CS","2023","Animal and Plant Health Agency","AA/AO","Male","40","[c]","22830","22150"
"Leaver CS","2023","Animal and Plant Health Agency","EO","Female","50","[c]","26920","25920"
"Leaver CS","2023","Animal and Plant Health Agency","EO","Male","35","[c]","26630","26080"
"Leaver CS","2023","Animal and Plant Health Agency","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SEO/HEO","Female","40","[c]","35720","37240"
"Leaver CS","2023","Animal and Plant Health Agency","SEO/HEO","Male","40","[c]","36210","37300"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AA/AO","Female","55","[c]","20600","21050"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AA/AO","Male","45","[c]","20170","21050"
"Leaver CS","2023","Cabinet Office (excl. agencies)","EO","Female","60","[c]","26870","27500"
"Leaver CS","2023","Cabinet Office (excl. agencies)","EO","Male","40","[c]","26780","27500"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G6/G7","Female","125","[c]","58590","56430"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G6/G7","Male","135","[c]","58650","56430"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SCS level","Male","35","[c]","104380","91900"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","Female","155","[c]","37090","35770"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","Male","90","[c]","37530","36100"
"Leaver CS","2023","Central Civil Service Fast Stream","SEO/HEO","Female","65","[c]","30480","30130"
"Leaver CS","2023","Central Civil Service Fast Stream","SEO/HEO","Male","50","[c]","30680","30130"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SEO/HEO","Female","15","[c]","[c]","[c]"
