"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Digital, Data and Technology","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","SEO/HEO","HEO","55","55","38470","39690"
"In post","2023","Unknown","Digital, Data and Technology","SEO/HEO","SEO","50","50","47810","49370"
"In post","2023","Unknown","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Economics","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Economics","G6/G7","G7","15","15","62940","63900"
"In post","2023","Unknown","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","SEO/HEO","HEO","15","15","36110","36590"
"In post","2023","Unknown","Economics","SEO/HEO","SEO","10","10","42290","42680"
"In post","2023","Unknown","Finance","AA/AO","AO","40","35","25480","25620"
"In post","2023","Unknown","Finance","EO","EO","70","60","30080","30610"
"In post","2023","Unknown","Finance","G6/G7","G6","15","15","76420","76990"
"In post","2023","Unknown","Finance","G6/G7","G7","50","45","62810","63900"
"In post","2023","Unknown","Finance","SCS level","SCS level","20","20","89840","84990"
"In post","2023","Unknown","Finance","SEO/HEO","HEO","70","65","38580","39690"
"In post","2023","Unknown","Finance","SEO/HEO","SEO","70","65","48180","49370"
"In post","2023","Unknown","Human Resources","AA/AO","AO","110","105","23650","22150"
"In post","2023","Unknown","Human Resources","EO","EO","40","40","29290","30610"
"In post","2023","Unknown","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","G6/G7","G7","15","15","60610","61690"
"In post","2023","Unknown","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","SEO/HEO","HEO","50","45","38030","39690"
"In post","2023","Unknown","Human Resources","SEO/HEO","SEO","30","30","47810","49370"
"In post","2023","Unknown","Inspector of Education and Training","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","SEO/HEO","HEO","25","25","35130","35560"
"In post","2023","Unknown","Inspector of Education and Training","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","AA/AO","AO","30","30","25350","25620"
"In post","2023","Unknown","Knowledge and Information Management","EO","EO","35","35","29470","30610"
"In post","2023","Unknown","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","G6/G7","G7","10","10","58740","59890"
"In post","2023","Unknown","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","SEO/HEO","HEO","35","35","37950","39690"
"In post","2023","Unknown","Knowledge and Information Management","SEO/HEO","SEO","20","20","46970","49370"
"In post","2023","Unknown","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","G6/G7","G6","25","25","73050","71800"
"In post","2023","Unknown","Legal","G6/G7","G7","125","115","61020","63900"
"In post","2023","Unknown","Legal","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","AA/AO","AO","10","10","25620","25620"
"In post","2023","Unknown","Medicine","EO","EO","25","25","29650","30610"
"In post","2023","Unknown","Medicine","G6/G7","G6","25","25","71680","69580"
"In post","2023","Unknown","Medicine","G6/G7","G7","60","60","60230","59480"
"In post","2023","Unknown","Medicine","SCS level","SCS level","20","15","85140","81600"
"In post","2023","Unknown","Medicine","SEO/HEO","HEO","40","35","37650","39690"
"In post","2023","Unknown","Medicine","SEO/HEO","SEO","55","50","46580","46420"
"In post","2023","Unknown","Operational Delivery","AA/AO","AO","450","405","25280","25620"
"In post","2023","Unknown","Operational Delivery","EO","EO","375","350","29830","30610"
"In post","2023","Unknown","Operational Delivery","G6/G7","G6","75","70","73510","76990"
"In post","2023","Unknown","Operational Delivery","G6/G7","G7","245","240","59200","61750"
"In post","2023","Unknown","Operational Delivery","SCS level","SCS level","65","60","90430","81600"
"In post","2023","Unknown","Operational Delivery","SEO/HEO","HEO","335","320","38120","39690"
"In post","2023","Unknown","Operational Delivery","SEO/HEO","SEO","310","300","46070","49370"
"In post","2023","Unknown","Other","AA/AO","AA","10","10","20200","19280"
"In post","2023","Unknown","Other","AA/AO","AO","45","45","25720","25620"
"In post","2023","Unknown","Other","EO","EO","105","100","29360","30610"
"In post","2023","Unknown","Other","G6/G7","G6","105","100","70530","70550"
"In post","2023","Unknown","Other","G6/G7","G7","270","265","55470","56450"
"In post","2023","Unknown","Other","SCS level","SCS level","25","25","102280","95000"
"In post","2023","Unknown","Other","SEO/HEO","HEO","290","280","36290","39690"
"In post","2023","Unknown","Other","SEO/HEO","SEO","280","270","46760","49370"
"In post","2023","Unknown","Other","Unknown","Unknown","1700","1700","41910","39940"
"In post","2023","Unknown","Planning","AA/AO","AO","10","10","24830","25620"
"In post","2023","Unknown","Planning","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","G6/G7","G7","25","20","62700","63900"
"In post","2023","Unknown","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","SEO/HEO","HEO","15","15","39200","39690"
"In post","2023","Unknown","Planning","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","AA/AO","AO","125","120","24970","25620"
"In post","2023","Unknown","Policy","EO","EO","375","355","30010","30610"
"In post","2023","Unknown","Policy","G6/G7","G6","155","145","72550","72550"
"In post","2023","Unknown","Policy","G6/G7","G7","560","535","58610","58370"
"In post","2023","Unknown","Policy","SCS level","SCS level","115","110","89040","82070"
"In post","2023","Unknown","Policy","SEO/HEO","HEO","715","675","37960","39690"
"In post","2023","Unknown","Policy","SEO/HEO","SEO","655","630","44820","43760"
"In post","2023","Unknown","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","EO","EO","20","20","29720","30610"
"In post","2023","Unknown","Project Delivery","G6/G7","G6","15","15","73670","76990"
"In post","2023","Unknown","Project Delivery","G6/G7","G7","25","25","62890","63900"
"In post","2023","Unknown","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SEO/HEO","HEO","45","45","39110","39690"
"In post","2023","Unknown","Project Delivery","SEO/HEO","SEO","35","35","47930","49370"
"In post","2023","Unknown","Property","AA/AO","AO","15","10","25620","25620"
"In post","2023","Unknown","Property","EO","EO","10","10","30300","30610"
"In post","2023","Unknown","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","G6/G7","G7","10","10","63500","63900"
"In post","2023","Unknown","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","SEO/HEO","HEO","10","10","38560","39690"
"In post","2023","Unknown","Property","SEO/HEO","SEO","15","15","49370","49370"
"In post","2023","Unknown","Psychology","G6/G7","G7","20","20","52190","49260"
"In post","2023","Unknown","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","AA/AO","AA","25","25","19330","19280"
"In post","2023","Unknown","Science and Engineering","AA/AO","AO","50","50","20870","19430"
"In post","2023","Unknown","Science and Engineering","EO","EO","75","70","25450","24630"
"In post","2023","Unknown","Science and Engineering","G6/G7","G6","35","30","73350","70550"
"In post","2023","Unknown","Science and Engineering","G6/G7","G7","700","670","52160","49260"
"In post","2023","Unknown","Science and Engineering","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","SEO/HEO","HEO","600","590","30440","30650"
"In post","2023","Unknown","Science and Engineering","SEO/HEO","SEO","495","480","40070","39890"
"In post","2023","Unknown","Security","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Security","EO","EO","10","10","29550","29530"
"In post","2023","Unknown","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","G6/G7","G7","20","15","59740","63900"
"In post","2023","Unknown","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","SEO/HEO","HEO","30","30","35560","34520"
"In post","2023","Unknown","Social Research","SEO/HEO","SEO","35","35","46130","49370"
"In post","2023","Unknown","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","EO","EO","20","20","29260","30610"
"In post","2023","Unknown","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","G6/G7","G7","15","15","61110","63900"
"In post","2023","Unknown","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","SEO/HEO","HEO","25","25","35950","36590"
"In post","2023","Unknown","Statistics","SEO/HEO","SEO","30","25","46170","45970"
"In post","2023","Unknown","Unknown","AA/AO","AA","2225","2090","23490","23340"
"In post","2023","Unknown","Unknown","AA/AO","AO","1630","1555","27220","26600"
"In post","2023","Unknown","Unknown","EO","EO","3835","3680","30510","29450"
"In post","2023","Unknown","Unknown","G6/G7","G6","1330","1280","76250","79110"
"In post","2023","Unknown","Unknown","G6/G7","G7","2330","2235","60570","59870"
"In post","2023","Unknown","Unknown","SCS level","SCS level","315","305","90760","85200"
"In post","2023","Unknown","Unknown","SEO/HEO","HEO","4380","4245","35550","34730"
"In post","2023","Unknown","Unknown","SEO/HEO","SEO","3275","3150","46820","46640"
"In post","2023","Unknown","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G6/G7","G7","5","5","[c]","[c]"
"Leaver CS","2023","Analysis","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Economics","AA/AO","AO","75","[c]","21200","19860"
"Leaver CS","2023","Analysis","Economics","EO","EO","10","[c]","27100","26250"
"Leaver CS","2023","Analysis","Economics","G6/G7","G6","10","[c]","73780","68790"
"Leaver CS","2023","Analysis","Economics","G6/G7","G7","30","[c]","56360","55130"
"Leaver CS","2023","Analysis","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Economics","SEO/HEO","HEO","50","[c]","33520","33210"
"Leaver CS","2023","Analysis","Economics","SEO/HEO","SEO","15","[c]","43950","41660"
"Leaver CS","2023","Analysis","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Inspector of Education and Training","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Operational Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Operational Delivery","EO","EO","10","[c]","26420","25320"
"Leaver CS","2023","Analysis","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Operational Delivery","G6/G7","G7","5","[c]","[c]","[c]"
