"Status","Year","Age","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","Female","15","15","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","Male","15","15","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Communications","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Economics","Male","5","5","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Legal","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Operational Delivery","Female","55","55","27470","25750"
"In post","2023","20-29","Office of Gas and Electricity Markets","Operational Delivery","Male","65","65","26760","25750"
"In post","2023","20-29","Office of Gas and Electricity Markets","Policy","Female","50","50","37460","35200"
"In post","2023","20-29","Office of Gas and Electricity Markets","Policy","Male","50","50","37280","34900"
"In post","2023","20-29","Office of Gas and Electricity Markets","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Unknown","Female","35","35","32800","33400"
"In post","2023","20-29","Office of Gas and Electricity Markets","Unknown","Male","40","40","30040","27500"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Communications","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Policy","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Economics","Male","5","5","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Policy","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Unknown","Female","10","10","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Unknown","Male","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Policy","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Policy","Male","5","5","[c]","[c]"
"In post","2023","20-29","Scottish Government","Commercial","Female","10","10","[c]","[c]"
"In post","2023","20-29","Scottish Government","Commercial","Male","10","10","[c]","[c]"
"In post","2023","20-29","Scottish Government","Communications","Female","5","5","[c]","[c]"
"In post","2023","20-29","Scottish Government","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2023","20-29","Scottish Government","Digital, Data and Technology","Male","35","35","33170","32510"
"In post","2023","20-29","Scottish Government","Finance","Female","20","20","[c]","[c]"
"In post","2023","20-29","Scottish Government","Finance","Male","5","5","[c]","[c]"
"In post","2023","20-29","Scottish Government","Human Resources","Female","35","35","29030","26410"
"In post","2023","20-29","Scottish Government","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","20-29","Scottish Government","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Legal","Female","80","80","51820","52360"
"In post","2023","20-29","Scottish Government","Legal","Male","30","30","[c]","[c]"
"In post","2023","20-29","Scottish Government","Operational Delivery","Female","850","830","27460","25060"
"In post","2023","20-29","Scottish Government","Operational Delivery","Male","470","470","27630","26410"
"In post","2023","20-29","Scottish Government","Other","Female","40","35","26170","24710"
"In post","2023","20-29","Scottish Government","Other","Male","35","35","28280","24710"
"In post","2023","20-29","Scottish Government","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Psychology","Female","10","10","[c]","[c]"
"In post","2023","20-29","Scottish Government","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Unknown","Female","1735","1700","31620","29450"
"In post","2023","20-29","Scottish Government","Unknown","Male","1210","1200","31150","29100"
"In post","2023","20-29","The National Archives","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","The National Archives","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","The National Archives","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","20-29","The National Archives","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","20-29","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
