"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","AA","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","AO","335","[c]","23440","23400"
"Leaver CS","2023","Black","No function","EO","490","[c]","29740","30200"
"Leaver CS","2023","Black","No function","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","G7","40","[c]","54910","54450"
"Leaver CS","2023","Black","No function","HEO","140","[c]","34340","33980"
"Leaver CS","2023","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","SEO","110","[c]","42490","41660"
"Leaver CS","2023","Black","No function","Unknown","145","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","AA","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","AO","225","[c]","22380","21780"
"Leaver CS","2023","Mixed","No function","EO","190","[c]","29000","28120"
"Leaver CS","2023","Mixed","No function","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","G7","45","[c]","56160","54630"
"Leaver CS","2023","Mixed","No function","HEO","70","[c]","33240","33170"
"Leaver CS","2023","Mixed","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","SEO","50","[c]","43440","41670"
"Leaver CS","2023","Mixed","No function","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","G6","[c]","[c]","[c]","[c]"
