"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Work and Pensions","SEO/HEO","15","[c]","37400","38470"
"Leaver CS","2023","60-64","Finance","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","HM Revenue and Customs","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","HM Revenue and Customs","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Ministry of Defence","G6/G7","10","[c]","66360","64810"
"Leaver CS","2023","60-64","Finance","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Ministry of Defence","SEO/HEO","25","[c]","41490","40580"
"Leaver CS","2023","60-64","Finance","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","21780","22150"
"Leaver CS","2023","60-64","Grants Management","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Department for Work and Pensions","SEO/HEO","15","[c]","35750","34970"
"Leaver CS","2023","60-64","Human Resources","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Ministry of Defence","AA/AO","75","[c]","22380","22220"
"Leaver CS","2023","60-64","Human Resources","Ministry of Defence","EO","45","[c]","29180","28550"
"Leaver CS","2023","60-64","Human Resources","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Ministry of Defence","SEO/HEO","45","[c]","39090","36460"
"Leaver CS","2023","60-64","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Attorney General's Departments","AA/AO","10","[c]","22860","22870"
"Leaver CS","2023","60-64","Legal","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Attorney General's Departments","G6/G7","35","[c]","61710","60360"
"Leaver CS","2023","60-64","Legal","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Attorney General's Departments","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","22610","22740"
"Leaver CS","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","G6/G7","20","[c]","63220","60790"
"Leaver CS","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","40550","40050"
"Leaver CS","2023","60-64","No function","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Education","G6/G7","15","[c]","59780","58480"
"Leaver CS","2023","60-64","No function","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Environment, Food and Rural Affairs","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","20","[c]","34600","32440"
"Leaver CS","2023","60-64","No function","Department for International Trade","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Transport","AA/AO","45","[c]","22310","21840"
"Leaver CS","2023","60-64","No function","Department for Transport","EO","45","[c]","28110","27400"
"Leaver CS","2023","60-64","No function","Department for Transport","G6/G7","15","[c]","70230","60430"
"Leaver CS","2023","60-64","No function","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Transport","SEO/HEO","15","[c]","39600","42050"
"Leaver CS","2023","60-64","No function","Department for Work and Pensions","AA/AO","460","[c]","21670","21690"
"Leaver CS","2023","60-64","No function","Department for Work and Pensions","EO","540","[c]","28340","28120"
"Leaver CS","2023","60-64","No function","Department for Work and Pensions","G6/G7","20","[c]","58990","59630"
"Leaver CS","2023","60-64","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department for Work and Pensions","SEO/HEO","95","[c]","37290","34970"
"Leaver CS","2023","60-64","No function","Department of Health and Social Care","AA/AO","10","[c]","21490","21350"
"Leaver CS","2023","60-64","No function","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Department of Health and Social Care","G6/G7","30","[c]","57210","53920"
"Leaver CS","2023","60-64","No function","Department of Health and Social Care","SCS level","20","[c]","118190","119130"
"Leaver CS","2023","60-64","No function","Department of Health and Social Care","SEO/HEO","45","[c]","38030","37420"
"Leaver CS","2023","60-64","No function","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Land Registry","AA/AO","10","[c]","23690","23390"
"Leaver CS","2023","60-64","No function","HM Land Registry","EO","20","[c]","27730","28080"
"Leaver CS","2023","60-64","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Land Registry","SEO/HEO","30","[c]","36290","34850"
"Leaver CS","2023","60-64","No function","HM Revenue and Customs","AA/AO","205","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Revenue and Customs","EO","95","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Revenue and Customs","G6/G7","55","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Revenue and Customs","SEO/HEO","115","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Home Office","AA/AO","75","[c]","22660","22400"
