"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","London","Heterosexual / straight","70","[c]","40630","35790"
"Leaver CS","2023","Black","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Outside London","Heterosexual / straight","35","[c]","36360","38110"
"Leaver CS","2023","Black","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tax","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","London","Heterosexual / straight","70","[c]","40840","36140"
"Leaver CS","2023","Black","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
