"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Defence Equipment and Support","Human Resources","Male","50","45","43010","39500"
"In post","2023","Human Resources","Defence Science and Technology Laboratory","Human Resources","Female","90","85","36810","34260"
"In post","2023","Human Resources","Defence Science and Technology Laboratory","Human Resources","Male","30","30","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","80","80","48400","50310"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","40","40","50530","52720"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","Female","50","45","44710","36540"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Human Resources","Female","125","120","38070","34030"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Human Resources","Male","35","35","41540","31800"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Policy","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","220","210","44220","40260"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","80","75","45690","49400"
"In post","2023","Human Resources","Department for International Trade","Human Resources","Female","90","85","45490","41550"
"In post","2023","Human Resources","Department for International Trade","Human Resources","Male","40","40","43800","36620"
"In post","2023","Human Resources","Department for International Trade","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Female","55","55","42650","37410"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Human Resources","Female","65","60","48940","48580"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Female","460","425","41530","38470"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Male","190","185","40830","38470"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","Female","560","510","32420","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","Male","370","355","31930","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Female","70","70","44960","38600"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Licensing Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Licensing Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","Female","120","115","34440","31800"
"In post","2023","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","Male","30","30","34970","31800"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Female","75","70","37800","39430"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Male","55","55","35700","34610"
"In post","2023","Human Resources","Education and Skills Funding Agency","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","FCDO Services","Human Resources","Female","40","40","41320","32900"
"In post","2023","Human Resources","FCDO Services","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Human Resources","Female","35","30","40250","37720"
"In post","2023","Human Resources","Food Standards Agency","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Female","195","190","46140","40620"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Male","130","130","50990","44450"
"In post","2023","Human Resources","Government Actuary's Department","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Government Actuary's Department","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Internal Audit Agency","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Government Internal Audit Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Legal Department","Human Resources","Female","50","50","40430","35860"
"In post","2023","Human Resources","Government Legal Department","Human Resources","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","Government Legal Department","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Legal Department","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","Female","60","55","42620","37680"
"In post","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","HM Courts and Tribunals Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Courts and Tribunals Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Human Resources","Female","75","70","38660","34850"
"In post","2023","Human Resources","HM Land Registry","Human Resources","Male","25","25","[c]","[c]"
