"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Met Office","Human Resources","Female","15","10","[c]","[c]"
"In post","2023","40-49","Met Office","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","40-49","Met Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Operational Delivery","Female","25","25","[c]","[c]"
"In post","2023","40-49","Met Office","Operational Delivery","Male","60","60","40790","39650"
"In post","2023","40-49","Met Office","Other","Female","50","40","39790","38200"
"In post","2023","40-49","Met Office","Other","Male","20","20","[c]","[c]"
"In post","2023","40-49","Met Office","Policy","Female","10","10","[c]","[c]"
"In post","2023","40-49","Met Office","Policy","Male","20","20","[c]","[c]"
"In post","2023","40-49","Met Office","Project Delivery","Female","25","25","[c]","[c]"
"In post","2023","40-49","Met Office","Project Delivery","Male","15","15","[c]","[c]"
"In post","2023","40-49","Met Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Science and Engineering","Female","85","75","42940","39890"
"In post","2023","40-49","Met Office","Science and Engineering","Male","155","145","43220","41930"
"In post","2023","40-49","Met Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Security","Male","5","5","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Commercial","Female","130","125","38350","35800"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Commercial","Male","65","65","41560","41000"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Communications","Female","65","60","39710","35020"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Communications","Male","45","45","37400","34300"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","140","135","39230","34300"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","275","275","39930","37240"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Finance","Female","260","245","39510","34300"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Finance","Male","125","125","46470","41940"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Human Resources","Female","505","480","38230","34300"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Human Resources","Male","365","365","37860","33740"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","45","45","41930","39030"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","90","85","42960","41800"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Internal Audit","Female","15","15","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","80","75","29030","27470"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","65","60","33000","29470"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Legal","Female","5","5","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Legal","Male","5","5","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Medicine","Female","360","305","50540","41190"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Medicine","Male","115","100","59580","47670"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","Female","1175","1105","28170","24220"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","Male","375","370","31770","27470"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Other","Female","120","115","24180","22220"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Other","Male","270","265","25400","21580"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Policy","Female","145","140","51430","45750"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Policy","Male","125","120","60850","61350"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Female","375","360","46180","41800"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Male","315","315","49040","41800"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Property","Female","200","190","36230","34300"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Property","Male","210","205","35630","34300"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Female","40","35","44520","41200"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Male","200","200","40970","37640"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Security","Female","230","220","33810","28790"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Security","Male","1025","1020","34410","36010"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Statistics","Female","25","25","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Statistics","Male","25","25","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Commercial","Female","25","25","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Commercial","Male","25","25","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Communications","Female","30","30","52950","50110"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Communications","Male","20","20","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","115","110","49160","51770"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","225","225","53000","55320"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Economics","Male","5","5","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Finance","Female","100","95","45740","43350"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Finance","Male","75","75","49610","44370"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Human Resources","Female","255","250","41660","37680"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Human Resources","Male","85","85","45060","41510"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Legal","Female","15","10","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Legal","Male","15","15","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","Female","180","170","41690","36500"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","Male","115","115","44540","38340"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Operational Research","Female","10","5","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Operational Research","Male","10","10","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Other","Female","10","10","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Other","Male","20","20","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Policy","Female","100","90","51130","53740"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Policy","Male","50","50","53460","43650"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Project Delivery","Female","50","50","43080","37680"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Project Delivery","Male","45","45","50440","51770"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Property","Female","45","40","48260","51770"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Property","Male","45","45","47740","43650"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Security","Female","15","15","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Security","Male","10","10","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Social Research","Female","20","15","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Social Research","Male","5","5","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Statistics","Female","20","20","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Statistics","Male","15","15","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Unknown","Female","15","15","[c]","[c]"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Commercial","Female","5","5","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Communications","Female","10","10","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Communications","Male","5","5","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Digital, Data and Technology","Female","40","35","45190","43930"
"In post","2023","40-49","National Crime Agency","Digital, Data and Technology","Male","35","35","48860","47380"
"In post","2023","40-49","National Crime Agency","Finance","Female","10","10","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Human Resources","Female","40","35","44300","42240"
"In post","2023","40-49","National Crime Agency","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Legal","Female","10","10","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Legal","Male","5","5","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Operational Delivery","Female","540","505","42100","41260"
"In post","2023","40-49","National Crime Agency","Operational Delivery","Male","550","550","46260","45610"
"In post","2023","40-49","National Crime Agency","Project Delivery","Female","15","15","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Project Delivery","Male","15","15","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Property","Female","5","5","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Security","Female","15","15","[c]","[c]"
"In post","2023","40-49","National Crime Agency","Security","Male","20","20","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","Policy","Female","5","5","[c]","[c]"
"In post","2023","40-49","National Infrastructure Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","National Records of Scotland","Unknown","Female","65","60","40620","38330"
