"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Criminal Injuries Compensation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","EO","EO","15","[c]","26770","25950"
"Leaver CS","2023","Crown Commercial Service","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","G6/G7","G7","15","[c]","55260","55500"
"Leaver CS","2023","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SEO/HEO","HEO","10","[c]","31270","30940"
"Leaver CS","2023","Crown Commercial Service","SEO/HEO","SEO","20","[c]","38790","39450"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","70","[c]","23880","24490"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","EO","EO","10","[c]","30600","31540"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","10","[c]","56280","52360"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","15","[c]","37190","37940"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","AA/AO","AO","160","[c]","22830","22870"
"Leaver CS","2023","Crown Prosecution Service","EO","EO","75","[c]","28470","28540"
"Leaver CS","2023","Crown Prosecution Service","G6/G7","G6","15","[c]","73990","73190"
"Leaver CS","2023","Crown Prosecution Service","G6/G7","G7","150","[c]","57460","56450"
"Leaver CS","2023","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","SEO/HEO","HEO","25","[c]","33090","33300"
"Leaver CS","2023","Crown Prosecution Service","SEO/HEO","SEO","40","[c]","39770","38940"
"Leaver CS","2023","Defence Electronics and Components Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","EO","EO","15","[c]","28580","28710"
"Leaver CS","2023","Defence Electronics and Components Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","AA/AO","AO","210","[c]","22800","21630"
"Leaver CS","2023","Defence Equipment and Support","EO","EO","85","[c]","28560","27860"
"Leaver CS","2023","Defence Equipment and Support","G6/G7","G6","35","[c]","74610","72800"
"Leaver CS","2023","Defence Equipment and Support","G6/G7","G7","80","[c]","56880","56790"
"Leaver CS","2023","Defence Equipment and Support","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","SEO/HEO","HEO","255","[c]","33450","32640"
"Leaver CS","2023","Defence Equipment and Support","SEO/HEO","SEO","255","[c]","43280","42840"
"Leaver CS","2023","Defence Science and Technology Laboratory","AA/AO","AA","45","[c]","19260","19280"
"Leaver CS","2023","Defence Science and Technology Laboratory","AA/AO","AO","10","[c]","19670","19430"
"Leaver CS","2023","Defence Science and Technology Laboratory","EO","EO","35","[c]","23920","23490"
"Leaver CS","2023","Defence Science and Technology Laboratory","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","G6/G7","G7","100","[c]","50140","49260"
"Leaver CS","2023","Defence Science and Technology Laboratory","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","SEO/HEO","HEO","85","[c]","30670","30650"
"Leaver CS","2023","Defence Science and Technology Laboratory","SEO/HEO","SEO","75","[c]","40360","39890"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","25","[c]","24930","24900"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","35","[c]","27550","27680"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","70","[c]","66750","64990"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","155","[c]","53710","53380"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","40","[c]","84850","76480"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","125","[c]","33440","33570"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","125","[c]","40000","40050"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","EO","20","[c]","27230","26180"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G6","25","[c]","65560","64790"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G7","70","[c]","54570","53030"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","75","[c]","35630","35390"
"Leaver CS","2023","Department for Education (excl. agencies)","AA/AO","AO","15","[c]","21800","22020"
"Leaver CS","2023","Department for Education (excl. agencies)","EO","EO","70","[c]","24810","25900"
"Leaver CS","2023","Department for Education (excl. agencies)","G6/G7","G6","45","[c]","67310","65910"
"Leaver CS","2023","Department for Education (excl. agencies)","G6/G7","G7","95","[c]","54430","52150"
"Leaver CS","2023","Department for Education (excl. agencies)","SCS level","SCS level","10","[c]","93280","87170"
"Leaver CS","2023","Department for Education (excl. agencies)","SEO/HEO","HEO","85","[c]","31370","30710"
"Leaver CS","2023","Department for Education (excl. agencies)","SEO/HEO","SEO","115","[c]","40420","39370"
"Leaver CS","2023","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","120","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","100","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","130","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","110","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","EO","EO","65","[c]","23390","26250"
"Leaver CS","2023","Department for International Trade","G6/G7","G6","20","[c]","65900","65220"
"Leaver CS","2023","Department for International Trade","G6/G7","G7","75","[c]","54440","54200"
"Leaver CS","2023","Department for International Trade","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","SEO/HEO","HEO","45","[c]","32510","31800"
"Leaver CS","2023","Department for International Trade","SEO/HEO","SEO","45","[c]","39930","38880"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","20","[c]","18300","18300"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","20","[c]","25940","26870"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","30","[c]","27710","27850"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","25","[c]","64030","64970"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","70","[c]","52920","53130"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","20","[c]","88680","78690"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","80","[c]","32930","33210"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","55","[c]","39780","39600"
"Leaver CS","2023","Department for Transport (excl. agencies)","AA/AO","AO","15","[c]","24470","25730"
"Leaver CS","2023","Department for Transport (excl. agencies)","EO","EO","25","[c]","29520","30270"
"Leaver CS","2023","Department for Transport (excl. agencies)","G6/G7","G6","25","[c]","74030","70230"
"Leaver CS","2023","Department for Transport (excl. agencies)","G6/G7","G7","70","[c]","56990","55740"
"Leaver CS","2023","Department for Transport (excl. agencies)","SCS level","SCS level","15","[c]","87420","81400"
"Leaver CS","2023","Department for Transport (excl. agencies)","SEO/HEO","HEO","55","[c]","34810","35430"
"Leaver CS","2023","Department for Transport (excl. agencies)","SEO/HEO","SEO","55","[c]","42820","43750"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","AA/AO","AA","30","[c]","21140","21250"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","AA/AO","AO","3160","[c]","21860","21690"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","EO","EO","4150","[c]","28630","28120"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","G6/G7","G6","75","[c]","70260","69940"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","G6/G7","G7","180","[c]","54780","54280"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","25","[c]","95100","90180"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","350","[c]","35290","34290"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","235","[c]","40430","39040"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","EO","EO","100","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","G6/G7","G6","45","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","G6/G7","G7","120","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","90","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","100","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","AA/AO","AA","145","[c]","18920","19000"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","AA/AO","AO","340","[c]","22270","22500"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","EO","EO","45","[c]","27210","26960"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","G6/G7","G7","10","[c]","56600","55670"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","25","[c]","32530","31900"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","25","[c]","44580","42180"
"Leaver CS","2023","Driver and Vehicle Standards Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Standards Agency","AA/AO","AO","155","[c]","25090","22500"
"Leaver CS","2023","Driver and Vehicle Standards Agency","EO","EO","345","[c]","28010","26960"
"Leaver CS","2023","Driver and Vehicle Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Standards Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Standards Agency","SEO/HEO","HEO","40","[c]","31730","31950"
"Leaver CS","2023","Driver and Vehicle Standards Agency","SEO/HEO","SEO","25","[c]","42350","42290"
"Leaver CS","2023","Education Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","G6/G7","G6","10","[c]","77720","79110"
"Leaver CS","2023","Education Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","G6/G7","G7","20","[c]","54280","52470"
"Leaver CS","2023","Education and Skills Funding Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","SEO/HEO","HEO","20","[c]","31760","30520"
"Leaver CS","2023","Education and Skills Funding Agency","SEO/HEO","SEO","20","[c]","40250","38740"
"Leaver CS","2023","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","AA/AO","AO","15","[c]","24550","23950"
"Leaver CS","2023","FCDO Services","EO","EO","15","[c]","29120","28540"
