"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Policy","G6/G7","Male","375","375","60640","58370"
"In post","2023","Undeclared","Policy","SCS level","Female","35","35","82230","77340"
"In post","2023","Undeclared","Policy","SCS level","Male","55","55","88820","79000"
"In post","2023","Undeclared","Policy","SEO/HEO","Female","350","335","38100","37880"
"In post","2023","Undeclared","Policy","SEO/HEO","Male","390","385","38640","38660"
"In post","2023","Undeclared","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","EO","Female","30","25","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","EO","Male","20","20","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","G6/G7","Female","100","95","59870","57970"
"In post","2023","Undeclared","Project Delivery","G6/G7","Male","170","170","59910","57970"
"In post","2023","Undeclared","Project Delivery","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","SEO/HEO","Female","215","200","38310","38420"
"In post","2023","Undeclared","Project Delivery","SEO/HEO","Male","205","195","39810","41000"
"In post","2023","Undeclared","Project Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Undeclared","Property","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Property","AA/AO","Male","40","35","21080","19770"
"In post","2023","Undeclared","Property","EO","Female","55","50","28560","27810"
"In post","2023","Undeclared","Property","EO","Male","45","40","28340","27810"
"In post","2023","Undeclared","Property","G6/G7","Female","15","10","[c]","[c]"
"In post","2023","Undeclared","Property","G6/G7","Male","65","65","59860","58970"
"In post","2023","Undeclared","Property","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","SEO/HEO","Female","85","80","39170","39140"
"In post","2023","Undeclared","Property","SEO/HEO","Male","140","135","40390","39140"
"In post","2023","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","EO","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Psychology","EO","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Psychology","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","SEO/HEO","Female","65","65","42160","42090"
"In post","2023","Undeclared","Psychology","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","AA/AO","Male","55","50","23320","23430"
"In post","2023","Undeclared","Science and Engineering","EO","Female","40","35","28010","27960"
"In post","2023","Undeclared","Science and Engineering","EO","Male","90","85","28810","28710"
"In post","2023","Undeclared","Science and Engineering","G6/G7","Female","155","145","58680","56500"
"In post","2023","Undeclared","Science and Engineering","G6/G7","Male","195","190","60250","57250"
"In post","2023","Undeclared","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","SEO/HEO","Female","215","200","38930","39610"
"In post","2023","Undeclared","Science and Engineering","SEO/HEO","Male","315","305","40430","41650"
"In post","2023","Undeclared","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Unknown","Male","45","45","48280","47570"
"In post","2023","Undeclared","Security","AA/AO","Female","35","35","26860","22220"
"In post","2023","Undeclared","Security","AA/AO","Male","295","285","29800","22220"
"In post","2023","Undeclared","Security","EO","Female","25","25","[c]","[c]"
"In post","2023","Undeclared","Security","EO","Male","80","75","39720","45650"
"In post","2023","Undeclared","Security","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","G6/G7","Male","35","35","59430","57910"
"In post","2023","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","SEO/HEO","Female","45","45","39070","38470"
"In post","2023","Undeclared","Security","SEO/HEO","Male","105","100","43380","41200"
"In post","2023","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Undeclared","Social Research","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","EO","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Statistics","G6/G7","Female","15","10","[c]","[c]"
"In post","2023","Undeclared","Statistics","G6/G7","Male","30","30","[c]","[c]"
"In post","2023","Undeclared","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Statistics","SEO/HEO","Male","45","45","39110","38430"
"In post","2023","Undeclared","Tax","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Tax","AA/AO","Male","25","20","[c]","[c]"
"In post","2023","Undeclared","Tax","EO","Female","90","75","29640","28130"
"In post","2023","Undeclared","Tax","EO","Male","100","95","29050","28130"
"In post","2023","Undeclared","Tax","G6/G7","Female","60","55","62280","57970"
"In post","2023","Undeclared","Tax","G6/G7","Male","155","150","62650","57970"
"In post","2023","Undeclared","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Tax","SEO/HEO","Female","150","140","38010","35070"
"In post","2023","Undeclared","Tax","SEO/HEO","Male","235","230","38280","36620"
"In post","2023","Undeclared","Unknown","AA/AO","Female","50","45","24000","23340"
"In post","2023","Undeclared","Unknown","AA/AO","Male","35","30","24210","23340"
"In post","2023","Undeclared","Unknown","EO","Female","65","65","29250","29100"
"In post","2023","Undeclared","Unknown","EO","Male","60","60","29220","29100"
"In post","2023","Undeclared","Unknown","G6/G7","Female","75","70","64280","65280"
"In post","2023","Undeclared","Unknown","G6/G7","Male","80","80","64190","61530"
"In post","2023","Undeclared","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO/HEO","Female","150","145","38820","37290"
"In post","2023","Undeclared","Unknown","SEO/HEO","Male","120","120","39820","39450"
"In post","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","AA/AO","Female","65","60","24940","23460"
"In post","2023","Unknown","Commercial","AA/AO","Male","70","65","24100","22920"
"In post","2023","Unknown","Commercial","EO","Female","110","105","27840","27080"
"In post","2023","Unknown","Commercial","EO","Male","80","80","27960","27270"
"In post","2023","Unknown","Commercial","G6/G7","Female","145","140","61490","57970"
"In post","2023","Unknown","Commercial","G6/G7","Male","180","180","63950","62720"
"In post","2023","Unknown","Commercial","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Commercial","SEO/HEO","Female","360","350","36990","36390"
"In post","2023","Unknown","Commercial","SEO/HEO","Male","345","340","37180","37300"
"In post","2023","Unknown","Commercial","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Communications","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","EO","Female","75","70","28600","28360"
"In post","2023","Unknown","Communications","EO","Male","45","45","28000","27470"
"In post","2023","Unknown","Communications","G6/G7","Female","150","145","59910","57400"
"In post","2023","Unknown","Communications","G6/G7","Male","100","100","59240","56240"
"In post","2023","Unknown","Communications","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","SEO/HEO","Female","360","355","39180","38790"
"In post","2023","Unknown","Communications","SEO/HEO","Male","245","240","39000","38620"
"In post","2023","Unknown","Communications","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","AA/AO","Female","50","45","23120","22520"
"In post","2023","Unknown","Counter Fraud","AA/AO","Male","40","40","22910","22520"
"In post","2023","Unknown","Counter Fraud","EO","Female","210","200","28900","28130"
"In post","2023","Unknown","Counter Fraud","EO","Male","230","225","29290","28130"
"In post","2023","Unknown","Counter Fraud","G6/G7","Female","20","15","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","G6/G7","Male","40","40","63390","63870"
"In post","2023","Unknown","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","SEO/HEO","Female","160","155","37480","35000"
"In post","2023","Unknown","Counter Fraud","SEO/HEO","Male","225","215","38700","39150"
"In post","2023","Unknown","Digital, Data and Technology","AA/AO","Female","60","55","23900","23390"
"In post","2023","Unknown","Digital, Data and Technology","AA/AO","Male","110","110","23280","22520"
"In post","2023","Unknown","Digital, Data and Technology","EO","Female","230","220","28840","28120"
"In post","2023","Unknown","Digital, Data and Technology","EO","Male","530","520","28930","28120"
"In post","2023","Unknown","Digital, Data and Technology","G6/G7","Female","470","455","59130","57640"
"In post","2023","Unknown","Digital, Data and Technology","G6/G7","Male","990","980","60670","59210"
"In post","2023","Unknown","Digital, Data and Technology","SCS level","Female","30","30","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","SCS level","Male","55","55","101150","95000"
"In post","2023","Unknown","Digital, Data and Technology","SEO/HEO","Female","845","830","38200","37760"
"In post","2023","Unknown","Digital, Data and Technology","SEO/HEO","Male","1775","1755","38810","38470"
"In post","2023","Unknown","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Economics","AA/AO","Female","10","10","[c]","[c]"
