"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Unknown","Department for Work and Pensions","Outside London","65","60","35600","31280"
"In post","2023","Unknown","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Department of Health and Social Care","London","75","70","48110","45600"
"In post","2023","Unknown","Unknown","Department of Health and Social Care","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","London","50","50","48650","51460"
"In post","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","HM Revenue and Customs","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Ministry of Defence","London","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","Ministry of Defence","Outside London","755","735","38360","36940"
"In post","2023","Unknown","Unknown","Ministry of Defence","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Unknown","Northern Ireland Office","London","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","Northern Ireland Office","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","London","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","Outside London","45","40","48250","52360"
"In post","2023","Unknown","Unknown","Scottish Government","London","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Scottish Government","Outside London","6760","6480","39270","33520"
"In post","2023","Unknown","Unknown","Scottish Government","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Welsh Government","Outside London","360","340","39180","34520"
"In post","2023","Unknown","Unknown","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","UK Statistics Authority","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
