"Status","Year","Age","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Declared disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Revenue and Customs","AA/AO","110","85","23090","22520"
"In post","2023","65+","Declared disabled","HM Revenue and Customs","EO","55","40","29820","29730"
"In post","2023","65+","Declared disabled","HM Revenue and Customs","G6/G7","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Revenue and Customs","SEO/HEO","75","55","39900","36990"
"In post","2023","65+","Declared disabled","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Home Office","AA/AO","70","55","23070","22400"
"In post","2023","65+","Declared disabled","Home Office","EO","45","30","29640","30200"
"In post","2023","65+","Declared disabled","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Home Office","SEO/HEO","20","15","[c]","[c]"
"In post","2023","65+","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Ministry of Defence","AA/AO","95","85","22620","22220"
"In post","2023","65+","Declared disabled","Ministry of Defence","EO","35","35","29350","28710"
"In post","2023","65+","Declared disabled","Ministry of Defence","G6/G7","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Ministry of Defence","SEO/HEO","75","65","39170","36920"
"In post","2023","65+","Declared disabled","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Declared disabled","Ministry of Justice","AA/AO","200","150","23950","23230"
"In post","2023","65+","Declared disabled","Ministry of Justice","EO","30","25","30170","28880"
"In post","2023","65+","Declared disabled","Ministry of Justice","G6/G7","10","5","[c]","[c]"
"In post","2023","65+","Declared disabled","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Ministry of Justice","SEO/HEO","35","25","43560","44570"
"In post","2023","65+","Declared disabled","Ministry of Justice","Unknown","170","130","32150","29050"
"In post","2023","65+","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Scottish Government","AA/AO","15","15","[c]","[c]"
"In post","2023","65+","Declared disabled","Scottish Government","EO","10","5","[c]","[c]"
"In post","2023","65+","Declared disabled","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Scottish Government","SEO/HEO","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Statistics Authority","AA/AO","25","15","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Welsh Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Attorney General's Departments","AA/AO","30","25","23750","24430"
"In post","2023","65+","Declared non-disabled","Attorney General's Departments","EO","20","20","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Attorney General's Departments","G6/G7","60","40","63710","63380"
"In post","2023","65+","Declared non-disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Attorney General's Departments","SEO/HEO","15","15","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Cabinet Office","AA/AO","15","15","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Cabinet Office","EO","10","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Cabinet Office","G6/G7","20","15","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Cabinet Office","SCS level","10","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Cabinet Office","SEO/HEO","15","15","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","35","30","22940","22900"
"In post","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","30","20","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","40","30","59850","59220"
"In post","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","70","55","40160","39650"
"In post","2023","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Education","EO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Education","G6/G7","35","30","59950","60140"
"In post","2023","65+","Declared non-disabled","Department for Education","SEO/HEO","30","25","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","60","55","23500","22150"
"In post","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","35","30","27130","26120"
"In post","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","20","20","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","50","45","38050","37300"
"In post","2023","65+","Declared non-disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for International Trade","SEO/HEO","15","15","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","40","30","66070","66510"
"In post","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","15","15","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Transport","AA/AO","150","100","23370","22500"
"In post","2023","65+","Declared non-disabled","Department for Transport","EO","185","130","28790","27450"
"In post","2023","65+","Declared non-disabled","Department for Transport","G6/G7","25","20","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Transport","SEO/HEO","65","50","40250","38970"
"In post","2023","65+","Declared non-disabled","Department for Work and Pensions","AA/AO","950","710","22270","21690"
"In post","2023","65+","Declared non-disabled","Department for Work and Pensions","EO","1100","770","28920","28120"
"In post","2023","65+","Declared non-disabled","Department for Work and Pensions","G6/G7","40","30","62830","60820"
"In post","2023","65+","Declared non-disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department for Work and Pensions","SEO/HEO","215","155","39680","37560"
"In post","2023","65+","Declared non-disabled","Department of Health and Social Care","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Department of Health and Social Care","EO","10","5","[c]","[c]"
