"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","EO","Female","50","[c]","27570","27570"
"Leaver CS","2023","Declared non-disabled","Finance","EO","Male","40","[c]","27520","27240"
"Leaver CS","2023","Declared non-disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","G6/G7","Female","55","[c]","60190","58870"
"Leaver CS","2023","Declared non-disabled","Finance","G6/G7","Male","65","[c]","62160","59690"
"Leaver CS","2023","Declared non-disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","SEO/HEO","Female","95","[c]","39240","38470"
"Leaver CS","2023","Declared non-disabled","Finance","SEO/HEO","Male","120","[c]","39450","38930"
"Leaver CS","2023","Declared non-disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","AA/AO","Female","65","[c]","21610","21300"
"Leaver CS","2023","Declared non-disabled","Grants Management","AA/AO","Male","50","[c]","21710","21300"
"Leaver CS","2023","Declared non-disabled","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","EO","Female","30","[c]","25280","25920"
"Leaver CS","2023","Declared non-disabled","Grants Management","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","AA/AO","Female","190","[c]","21990","22170"
"Leaver CS","2023","Declared non-disabled","Human Resources","AA/AO","Male","60","[c]","22080","21760"
"Leaver CS","2023","Declared non-disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","EO","Female","105","[c]","27110","27140"
"Leaver CS","2023","Declared non-disabled","Human Resources","EO","Male","115","[c]","28860","28120"
"Leaver CS","2023","Declared non-disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","G6/G7","Female","80","[c]","59710","57460"
"Leaver CS","2023","Declared non-disabled","Human Resources","G6/G7","Male","45","[c]","59540","56000"
"Leaver CS","2023","Declared non-disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","SEO/HEO","Female","150","[c]","37340","36060"
"Leaver CS","2023","Declared non-disabled","Human Resources","SEO/HEO","Male","120","[c]","37580","36300"
"Leaver CS","2023","Declared non-disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","AA/AO","Female","70","[c]","22830","22870"
"Leaver CS","2023","Declared non-disabled","Legal","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","EO","Female","75","[c]","28300","28030"
"Leaver CS","2023","Declared non-disabled","Legal","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","G6/G7","Female","160","[c]","58600","56340"
"Leaver CS","2023","Declared non-disabled","Legal","G6/G7","Male","125","[c]","62620","63610"
"Leaver CS","2023","Declared non-disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SEO/HEO","Female","50","[c]","39750","38940"
"Leaver CS","2023","Declared non-disabled","Legal","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","AA/AO","Female","4315","[c]","21940","21690"
"Leaver CS","2023","Declared non-disabled","No function","AA/AO","Male","3260","[c]","22130","21690"
"Leaver CS","2023","Declared non-disabled","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","EO","Female","2860","[c]","28370","28120"
"Leaver CS","2023","Declared non-disabled","No function","EO","Male","1945","[c]","28420","27960"
"Leaver CS","2023","Declared non-disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","G6/G7","Female","585","[c]","60250","56430"
"Leaver CS","2023","Declared non-disabled","No function","G6/G7","Male","660","[c]","61160","59010"
"Leaver CS","2023","Declared non-disabled","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","SCS level","Female","95","[c]","94350","88360"
"Leaver CS","2023","Declared non-disabled","No function","SCS level","Male","110","[c]","101020","93000"
"Leaver CS","2023","Declared non-disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","SEO/HEO","Female","1615","[c]","37460","36330"
"Leaver CS","2023","Declared non-disabled","No function","SEO/HEO","Male","1440","[c]","38360","37420"
"Leaver CS","2023","Declared non-disabled","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","Female","785","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","Male","265","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","Male","40","[c]","26970","26280"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6/G7","Female","95","[c]","60410","58910"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6/G7","Male","135","[c]","60910","58210"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Female","190","[c]","37040","36070"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Male","240","[c]","38760","39040"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","Female","30","[c]","36280","33470"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","Male","70","[c]","44040","38790"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","AA/AO","Female","55","[c]","21450","22010"
"Leaver CS","2023","Declared non-disabled","Property","AA/AO","Male","40","[c]","21730","22220"
"Leaver CS","2023","Declared non-disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","EO","Female","35","[c]","27210","27040"
"Leaver CS","2023","Declared non-disabled","Property","EO","Male","40","[c]","27550","27070"
"Leaver CS","2023","Declared non-disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","G6/G7","Male","35","[c]","61430","60350"
"Leaver CS","2023","Declared non-disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","SEO/HEO","Female","60","[c]","39070","38550"
"Leaver CS","2023","Declared non-disabled","Property","SEO/HEO","Male","130","[c]","40220","40580"
"Leaver CS","2023","Declared non-disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","AA/AO","Female","45","[c]","25100","22220"
"Leaver CS","2023","Declared non-disabled","Security","AA/AO","Male","255","[c]","28000","25000"
"Leaver CS","2023","Declared non-disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","EO","Male","45","[c]","37160","32190"
"Leaver CS","2023","Declared non-disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SEO/HEO","Female","40","[c]","36650","34320"
"Leaver CS","2023","Declared non-disabled","Security","SEO/HEO","Male","70","[c]","44400","43230"
"Leaver CS","2023","Declared non-disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Female","105","[c]","24450","24630"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Male","95","[c]","25200","24890"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Female","105","[c]","28870","29430"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Male","80","[c]","29670","29430"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Female","120","[c]","63420","65280"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Male","120","[c]","65900","65280"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Female","180","[c]","40170","39140"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Male","160","[c]","41740","41500"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SCS level","Male","5","[c]","[c]","[c]"
