"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Statistics","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Commercial","40","[c]","38130","37140"
"Leaver CS","2023","Declared disabled","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Communications","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Counter Fraud","70","[c]","28080","28120"
"Leaver CS","2023","Declared disabled","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Legal","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Tax","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Operational Delivery","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Other","60","[c]","22820","21690"
"Leaver CS","2023","Declared disabled","Debt","Tax","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","150","[c]","40480","36110"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Finance","70","[c]","42220","38470"
"Leaver CS","2023","Declared disabled","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Human Resources","170","[c]","36650","33050"
"Leaver CS","2023","Declared disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Legal","50","[c]","54670","54450"
"Leaver CS","2023","Declared disabled","Legal","Operational Delivery","40","[c]","27570","24480"
"Leaver CS","2023","Declared disabled","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Medicine","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Operational Delivery","3040","[c]","27360","26960"
"Leaver CS","2023","Declared disabled","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","50","[c]","30200","25970"
"Leaver CS","2023","Declared disabled","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","165","[c]","46270","40340"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","95","[c]","35800","33710"
"Leaver CS","2023","Declared disabled","No function","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","135","[c]","42460","36890"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","90","[c]","40200","39880"
"Leaver CS","2023","Declared disabled","Project Delivery","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","75","[c]","34330","33000"
"Leaver CS","2023","Declared disabled","Security","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
