"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","G7","Unknown","140","[c]","56430","55720"
"Leaver CS","2023","Digital, Data and Technology","SCS level","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SCS level","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","HEO","Heterosexual / straight","205","[c]","34800","34170"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","HEO","Undeclared","35","[c]","34690","34300"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","HEO","Unknown","145","[c]","33200","32340"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","SEO","Heterosexual / straight","275","[c]","42270","41750"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","SEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","SEO","Undeclared","40","[c]","42140","41950"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","SEO","Unknown","145","[c]","41850","40860"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","AO","Heterosexual / straight","55","[c]","21190","19860"
"Leaver CS","2023","Economics","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","HEO","Heterosexual / straight","30","[c]","33750","33390"
"Leaver CS","2023","Economics","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AO","Heterosexual / straight","50","[c]","22850","22220"
"Leaver CS","2023","Finance","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","EO","Heterosexual / straight","85","[c]","27560","27470"
"Leaver CS","2023","Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","EO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G6","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G7","Heterosexual / straight","75","[c]","56820","55740"
"Leaver CS","2023","Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","HEO","Heterosexual / straight","110","[c]","34610","34170"
"Leaver CS","2023","Finance","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","HEO","Unknown","45","[c]","34200","34170"
"Leaver CS","2023","Finance","SEO/HEO","SEO","Heterosexual / straight","105","[c]","43560","42620"
"Leaver CS","2023","Finance","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","SEO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","AA","Heterosexual / straight","40","[c]","20980","20750"
"Leaver CS","2023","Human Resources","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","AO","Heterosexual / straight","255","[c]","22210","22220"
"Leaver CS","2023","Human Resources","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","AO","Unknown","35","[c]","22240","22220"
"Leaver CS","2023","Human Resources","EO","EO","Heterosexual / straight","225","[c]","28510","27740"
"Leaver CS","2023","Human Resources","EO","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","EO","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","EO","EO","Unknown","50","[c]","27110","26870"
"Leaver CS","2023","Human Resources","G6/G7","G6","Heterosexual / straight","35","[c]","70140","66700"
"Leaver CS","2023","Human Resources","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","G7","Heterosexual / straight","85","[c]","55830","55180"
"Leaver CS","2023","Human Resources","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","HEO","Heterosexual / straight","185","[c]","35080","34300"
"Leaver CS","2023","Human Resources","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","HEO","Unknown","70","[c]","41360","41600"
"Leaver CS","2023","Human Resources","SEO/HEO","SEO","Heterosexual / straight","90","[c]","43460","42020"
"Leaver CS","2023","Human Resources","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","G7","Heterosexual / straight","55","[c]","76010","77470"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","SEO","Heterosexual / straight","50","[c]","51110","52750"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","EO","EO","Heterosexual / straight","60","[c]","28610","29250"
"Leaver CS","2023","Intelligence Analysis","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","EO","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
