"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","No function","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Charity Commission","HEO","15","10","31020","30320"
"In post","2023","60-64","No function","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Charity Commission","SEO","5","5","[c]","[c]"
"In post","2023","60-64","No function","Companies House","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Companies House","AO","45","35","23180","23240"
"In post","2023","60-64","No function","Companies House","EO","15","15","27300","28070"
"In post","2023","60-64","No function","Companies House","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Companies House","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Companies House","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Criminal Injuries Compensation Authority","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Criminal Injuries Compensation Authority","AO","15","10","21780","21780"
"In post","2023","60-64","No function","Criminal Injuries Compensation Authority","EO","10","10","[c]","[c]"
"In post","2023","60-64","No function","Criminal Injuries Compensation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Criminal Injuries Compensation Authority","HEO","10","10","32820","32530"
"In post","2023","60-64","No function","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Crown Commercial Service","G7","5","5","[c]","[c]"
"In post","2023","60-64","No function","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Crown Office and Procurator Fiscal Service","AO","60","45","24430","24490"
"In post","2023","60-64","No function","Crown Office and Procurator Fiscal Service","EO","15","15","31540","31540"
"In post","2023","60-64","No function","Crown Office and Procurator Fiscal Service","G7","5","5","[c]","[c]"
"In post","2023","60-64","No function","Crown Office and Procurator Fiscal Service","HEO","25","20","37190","37940"
"In post","2023","60-64","No function","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Defence Electronics and Components Agency","AO","10","10","[c]","[c]"
"In post","2023","60-64","No function","Defence Electronics and Components Agency","EO","40","35","29370","30060"
"In post","2023","60-64","No function","Defence Electronics and Components Agency","HEO","10","10","[c]","[c]"
"In post","2023","60-64","No function","Defence Equipment and Support","AO","140","125","22600","21800"
"In post","2023","60-64","No function","Defence Equipment and Support","EO","65","60","28790","28600"
"In post","2023","60-64","No function","Defence Equipment and Support","G6","25","20","72330","72000"
"In post","2023","60-64","No function","Defence Equipment and Support","G7","90","80","55700","55500"
"In post","2023","60-64","No function","Defence Equipment and Support","HEO","190","175","34490","34100"
"In post","2023","60-64","No function","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Defence Equipment and Support","SEO","220","200","43900","43390"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","30","30","29380","29140"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","25","20","73320","71510"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","40","35","56510","56120"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","35","30","36850","35910"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","30","25","43550","43830"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Education (excl. agencies)","EO","10","10","27920","26940"
"In post","2023","60-64","No function","Department for Education (excl. agencies)","G6","15","15","69010","69060"
"In post","2023","60-64","No function","Department for Education (excl. agencies)","G7","35","35","55600","52570"
"In post","2023","60-64","No function","Department for Education (excl. agencies)","HEO","25","25","33480","33100"
"In post","2023","60-64","No function","Department for Education (excl. agencies)","SCS level","10","5","[c]","[c]"
"In post","2023","60-64","No function","Department for Education (excl. agencies)","SEO","30","25","40910","41440"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","10","10","25680","25340"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","15","28750","29080"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","10","10","63580","64590"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","35","30","54800","54910"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","25","25","33030","32480"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","30","25","40500","40830"
"In post","2023","60-64","No function","Department for International Trade","AO","5","5","[c]","[c]"
"In post","2023","60-64","No function","Department for International Trade","EO","10","10","30270","30930"
"In post","2023","60-64","No function","Department for International Trade","G6","10","10","67170","66930"
"In post","2023","60-64","No function","Department for International Trade","G7","20","20","57300","57890"
"In post","2023","60-64","No function","Department for International Trade","HEO","10","10","39750","36620"
"In post","2023","60-64","No function","Department for International Trade","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","No function","Department for International Trade","SEO","40","40","42570","42480"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","10","10","30470","30660"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","10","5","[c]","[c]"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","20","20","56300","54630"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","25","20","34840","34790"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","20","20","42480","41680"
"In post","2023","60-64","No function","Department for Transport (excl. agencies)","AO","25","25","32650","34390"
"In post","2023","60-64","No function","Department for Transport (excl. agencies)","EO","25","20","30670","31470"
"In post","2023","60-64","No function","Department for Transport (excl. agencies)","G6","10","10","80320","73440"
"In post","2023","60-64","No function","Department for Transport (excl. agencies)","G7","20","20","67000","60430"
"In post","2023","60-64","No function","Department for Transport (excl. agencies)","HEO","10","10","37190","37970"
"In post","2023","60-64","No function","Department for Transport (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","No function","Department for Transport (excl. agencies)","SEO","10","10","45430","46200"
"In post","2023","60-64","No function","Department for Work and Pensions (excl. agencies)","AA","40","35","21310","21250"
"In post","2023","60-64","No function","Department for Work and Pensions (excl. agencies)","AO","3055","2395","21950","21690"
"In post","2023","60-64","No function","Department for Work and Pensions (excl. agencies)","EO","4320","3330","28750","28120"
"In post","2023","60-64","No function","Department for Work and Pensions (excl. agencies)","G6","20","15","69320","66860"
"In post","2023","60-64","No function","Department for Work and Pensions (excl. agencies)","G7","60","50","51600","50160"
"In post","2023","60-64","No function","Department for Work and Pensions (excl. agencies)","HEO","470","360","35240","34970"
"In post","2023","60-64","No function","Department for Work and Pensions (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","No function","Department for Work and Pensions (excl. agencies)","SEO","105","85","40140","38470"
"In post","2023","60-64","No function","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department of Health and Social Care (excl. agencies)","EO","15","15","28270","27900"
"In post","2023","60-64","No function","Department of Health and Social Care (excl. agencies)","G6","20","20","71940","70530"
"In post","2023","60-64","No function","Department of Health and Social Care (excl. agencies)","G7","25","20","55420","54690"
"In post","2023","60-64","No function","Department of Health and Social Care (excl. agencies)","HEO","10","10","34200","34190"
"In post","2023","60-64","No function","Department of Health and Social Care (excl. agencies)","SCS level","10","10","105320","106000"
"In post","2023","60-64","No function","Department of Health and Social Care (excl. agencies)","SEO","15","15","42670","42480"
"In post","2023","60-64","No function","Driver and Vehicle Licensing Agency","AA","175","115","19020","19000"
"In post","2023","60-64","No function","Driver and Vehicle Licensing Agency","AO","215","160","22580","22500"
"In post","2023","60-64","No function","Driver and Vehicle Licensing Agency","EO","45","35","27590","27450"
"In post","2023","60-64","No function","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Driver and Vehicle Licensing Agency","HEO","10","10","33070","32950"
"In post","2023","60-64","No function","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Driver and Vehicle Licensing Agency","SEO","5","5","[c]","[c]"
"In post","2023","60-64","No function","Driver and Vehicle Standards Agency","AO","165","145","26140","27490"
"In post","2023","60-64","No function","Driver and Vehicle Standards Agency","EO","405","350","28850","27450"
"In post","2023","60-64","No function","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Driver and Vehicle Standards Agency","HEO","60","55","34210","33850"
"In post","2023","60-64","No function","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Driver and Vehicle Standards Agency","SEO","10","10","41730","42050"
"In post","2023","60-64","No function","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Food Standards Agency","EO","75","65","28770","28090"
"In post","2023","60-64","No function","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Food Standards Agency","HEO","15","15","32780","31730"
"In post","2023","60-64","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Food Standards Agency","SEO","15","15","41280","39930"
"In post","2023","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","EO","15","15","33170","33680"
"In post","2023","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","G6","30","30","69720","70100"
"In post","2023","60-64","No function","Foreign, Commonwealth and Development Office (excl. agencies)","G7","30","30","58880","58380"
