"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Human Resources","SEO/HEO","Unknown","130","125","39040","38470"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Heterosexual / straight","60","60","40440","38790"
"In post","2023","Declared non-disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","G6/G7","Heterosexual / straight","485","480","77770","77470"
"In post","2023","Declared non-disabled","Inspector of Education and Training","G6/G7","LGBO","45","45","77000","77470"
"In post","2023","Declared non-disabled","Inspector of Education and Training","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","340","335","50880","52750"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","AA/AO","Heterosexual / straight","65","55","24500","25060"
"In post","2023","Declared non-disabled","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","EO","Heterosexual / straight","915","860","28480","27890"
"In post","2023","Declared non-disabled","Intelligence Analysis","EO","LGBO","45","45","28110","28480"
"In post","2023","Declared non-disabled","Intelligence Analysis","EO","Undeclared","90","85","28970","28480"
"In post","2023","Declared non-disabled","Intelligence Analysis","EO","Unknown","30","30","30050","29730"
"In post","2023","Declared non-disabled","Intelligence Analysis","G6/G7","Heterosexual / straight","145","145","61610","60070"
"In post","2023","Declared non-disabled","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","SEO/HEO","Heterosexual / straight","725","710","38270","37180"
"In post","2023","Declared non-disabled","Intelligence Analysis","SEO/HEO","LGBO","35","35","37340","35390"
"In post","2023","Declared non-disabled","Intelligence Analysis","SEO/HEO","Undeclared","65","60","38520","37180"
"In post","2023","Declared non-disabled","Intelligence Analysis","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","G6/G7","Heterosexual / straight","140","135","58660","58060"
"In post","2023","Declared non-disabled","Internal Audit","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SEO/HEO","Heterosexual / straight","260","240","42110","42700"
"In post","2023","Declared non-disabled","Internal Audit","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","EO","Heterosexual / straight","55","50","28580","29280"
"In post","2023","Declared non-disabled","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","G6/G7","Heterosexual / straight","320","315","59450","56130"
"In post","2023","Declared non-disabled","International Trade","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","G6/G7","Undeclared","30","30","56970","55370"
"In post","2023","Declared non-disabled","International Trade","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","SCS level","Heterosexual / straight","55","55","84220","76430"
"In post","2023","Declared non-disabled","International Trade","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","SEO/HEO","Heterosexual / straight","435","430","39130","41380"
"In post","2023","Declared non-disabled","International Trade","SEO/HEO","LGBO","45","45","38570","39250"
"In post","2023","Declared non-disabled","International Trade","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","AA/AO","Heterosexual / straight","205","190","23180","22220"
"In post","2023","Declared non-disabled","Knowledge and Information Management","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","EO","Heterosexual / straight","310","295","28370","28120"
"In post","2023","Declared non-disabled","Knowledge and Information Management","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","EO","Undeclared","50","45","29220","28120"
"In post","2023","Declared non-disabled","Knowledge and Information Management","EO","Unknown","40","35","29280","28120"
"In post","2023","Declared non-disabled","Knowledge and Information Management","G6/G7","Heterosexual / straight","205","185","58970","57850"
"In post","2023","Declared non-disabled","Knowledge and Information Management","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","550","530","37530","36390"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SEO/HEO","LGBO","50","50","37000","36720"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Undeclared","65","65","37270","36190"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Unknown","45","45","36730","35080"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","AA/AO","Heterosexual / straight","95","85","23220","22520"
"In post","2023","Declared non-disabled","Legal","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","EO","Heterosexual / straight","685","660","29530","28130"
"In post","2023","Declared non-disabled","Legal","EO","LGBO","40","40","29220","28130"
"In post","2023","Declared non-disabled","Legal","EO","Undeclared","50","45","30100","29730"
"In post","2023","Declared non-disabled","Legal","EO","Unknown","40","40","29640","28200"
"In post","2023","Declared non-disabled","Legal","G6/G7","Heterosexual / straight","3795","3545","60480","58820"
"In post","2023","Declared non-disabled","Legal","G6/G7","LGBO","205","195","61520","59480"
"In post","2023","Declared non-disabled","Legal","G6/G7","Undeclared","235","220","62330","62680"
"In post","2023","Declared non-disabled","Legal","G6/G7","Unknown","630","560","62710","61920"
"In post","2023","Declared non-disabled","Legal","SCS level","Heterosexual / straight","275","260","89990","85000"
"In post","2023","Declared non-disabled","Legal","SCS level","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","SCS level","Unknown","40","40","86590","83530"
