"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Finance","Security","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Security","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","SEO","Heterosexual / straight","90","90","39590","38470"
"In post","2023","Finance","Security","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Security","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Finance","Security","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Social Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Social Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Finance","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","AO","Unknown","15","10","[c]","[c]"
"In post","2023","Finance","Tax","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","EO","Unknown","10","5","[c]","[c]"
"In post","2023","Finance","Tax","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Tax","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Tax","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Finance","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Unknown","AO","Unknown","15","10","[c]","[c]"
"In post","2023","Finance","Unknown","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Finance","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Finance","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","G7","Heterosexual / straight","45","45","57240","56430"
"In post","2023","Finance","Unknown","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Unknown","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Finance","Unknown","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","HEO","Heterosexual / straight","50","50","35560","35000"
"In post","2023","Finance","Unknown","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Unknown","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Unknown","SEO","Heterosexual / straight","45","45","42330","42140"
"In post","2023","Finance","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Grants Management","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","AO","Heterosexual / straight","910","820","22130","22150"
"In post","2023","Grants Management","Operational Delivery","AO","LGBO","90","90","22130","22150"
"In post","2023","Grants Management","Operational Delivery","AO","Undeclared","130","125","22130","22150"
"In post","2023","Grants Management","Operational Delivery","AO","Unknown","290","265","22110","22150"
"In post","2023","Grants Management","Operational Delivery","EO","Heterosexual / straight","445","415","26070","25920"
"In post","2023","Grants Management","Operational Delivery","EO","LGBO","30","30","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","EO","Undeclared","70","65","26170","25920"
"In post","2023","Grants Management","Operational Delivery","EO","Unknown","105","100","26190","25920"
"In post","2023","Grants Management","Operational Delivery","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","G7","Heterosexual / straight","40","35","50170","49400"
"In post","2023","Grants Management","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","HEO","Heterosexual / straight","185","170","30880","30320"
"In post","2023","Grants Management","Operational Delivery","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","HEO","Unknown","45","45","31120","30840"
"In post","2023","Grants Management","Operational Delivery","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","SEO","Heterosexual / straight","80","80","38000","37300"
"In post","2023","Grants Management","Operational Delivery","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","SEO","Unknown","30","30","38190","37980"
"In post","2023","Grants Management","Policy","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Grants Management","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Grants Management","Policy","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Grants Management","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Grants Management","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Economics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
