"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","Outside London","25","[c]","26600","26510"
"Leaver CS","2023","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","London","15","[c]","58050","53530"
"Leaver CS","2023","Competition and Markets Authority","Economics","London","15","[c]","50700","55130"
"Leaver CS","2023","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","London","15","[c]","63010","71370"
"Leaver CS","2023","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","London","40","[c]","53320","42920"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","London","20","[c]","45590","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","20","[c]","30430","25980"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","15","[c]","38850","35990"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","80","[c]","40350","36240"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","London","25","[c]","40480","33570"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","London","10","[c]","56020","53380"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","Outside London","15","[c]","34620","29820"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","London","20","[c]","53160","53850"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","30","[c]","38570","41060"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","65","[c]","45080","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","220","[c]","30260","25060"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Other","Outside London","40","[c]","27570","21810"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Policy","London","385","[c]","49080","52840"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Policy","Outside London","40","[c]","39740","35230"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","London","15","[c]","49480","53380"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","25","[c]","47910","47960"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","55","[c]","40990","39650"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Commercial","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Communications","London","10","[c]","45960","41810"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Other","London","10","[c]","39480","34020"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Policy","London","130","[c]","45450","40520"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Project Delivery","London","25","[c]","48010","52900"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Commercial","Outside London","35","[c]","43140","38210"
"Leaver CS","2023","Department for Education","Communications","London","20","[c]","40160","37870"
"Leaver CS","2023","Department for Education","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Digital, Data and Technology","London","25","[c]","44600","42010"
"Leaver CS","2023","Department for Education","Digital, Data and Technology","Outside London","95","[c]","43560","37740"
"Leaver CS","2023","Department for Education","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Finance","Outside London","25","[c]","42080","43790"
"Leaver CS","2023","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Human Resources","Outside London","10","[c]","35810","32520"
"Leaver CS","2023","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Operational Delivery","London","25","[c]","54760","45880"
"Leaver CS","2023","Department for Education","Operational Delivery","Outside London","80","[c]","40440","37590"
