"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Legal","G7","Unknown","40","[c]","55240","54680"
"New entrant CS","2023","Legal","HEO","Heterosexual / straight","70","[c]","38510","39110"
"New entrant CS","2023","Legal","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO","Heterosexual / straight","150","[c]","39350","38760"
"New entrant CS","2023","Legal","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","No function","AA","Heterosexual / straight","1405","[c]","22420","23230"
"New entrant CS","2023","No function","AA","LGBO","150","[c]","22520","23230"
"New entrant CS","2023","No function","AA","Undeclared","75","[c]","22050","23230"
"New entrant CS","2023","No function","AA","Unknown","1175","[c]","22290","23230"
"New entrant CS","2023","No function","AO","Heterosexual / straight","7655","[c]","24940","22520"
"New entrant CS","2023","No function","AO","LGBO","820","[c]","24900","22520"
"New entrant CS","2023","No function","AO","Undeclared","440","[c]","24350","22520"
"New entrant CS","2023","No function","AO","Unknown","7760","[c]","24170","22400"
"New entrant CS","2023","No function","EO","Heterosexual / straight","2570","[c]","28030","27820"
"New entrant CS","2023","No function","EO","LGBO","360","[c]","27530","27650"
"New entrant CS","2023","No function","EO","Undeclared","260","[c]","27830","27370"
"New entrant CS","2023","No function","EO","Unknown","3570","[c]","27380","25880"
"New entrant CS","2023","No function","G6","Heterosexual / straight","140","[c]","69100","67030"
"New entrant CS","2023","No function","G6","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","G6","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","No function","G6","Unknown","115","[c]","73960","68590"
"New entrant CS","2023","No function","G7","Heterosexual / straight","575","[c]","58480","54710"
"New entrant CS","2023","No function","G7","LGBO","55","[c]","57900","54660"
"New entrant CS","2023","No function","G7","Undeclared","70","[c]","54990","54330"
"New entrant CS","2023","No function","G7","Unknown","235","[c]","54720","54330"
"New entrant CS","2023","No function","HEO","Heterosexual / straight","1485","[c]","33660","33200"
"New entrant CS","2023","No function","HEO","LGBO","225","[c]","33580","33770"
"New entrant CS","2023","No function","HEO","Undeclared","180","[c]","33720","33830"
"New entrant CS","2023","No function","HEO","Unknown","870","[c]","34170","33830"
"New entrant CS","2023","No function","SCS level","Heterosexual / straight","60","[c]","100930","94250"
"New entrant CS","2023","No function","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","SCS level","Unknown","60","[c]","111630","99430"
"New entrant CS","2023","No function","SEO","Heterosexual / straight","975","[c]","43150","42000"
"New entrant CS","2023","No function","SEO","LGBO","100","[c]","41560","40790"
"New entrant CS","2023","No function","SEO","Undeclared","90","[c]","41880","41440"
"New entrant CS","2023","No function","SEO","Unknown","440","[c]","41780","41040"
"New entrant CS","2023","No function","Unknown","Heterosexual / straight","2515","[c]","23200","23640"
"New entrant CS","2023","No function","Unknown","LGBO","340","[c]","22800","23640"
"New entrant CS","2023","No function","Unknown","Undeclared","115","[c]","23650","23640"
"New entrant CS","2023","No function","Unknown","Unknown","1100","[c]","22970","23640"
"New entrant CS","2023","Project Delivery","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AO","Heterosexual / straight","80","[c]","22450","22510"
"New entrant CS","2023","Project Delivery","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AO","Unknown","60","[c]","22010","22220"
"New entrant CS","2023","Project Delivery","EO","Heterosexual / straight","170","[c]","26540","26540"
"New entrant CS","2023","Project Delivery","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","EO","Unknown","65","[c]","27040","27080"
"New entrant CS","2023","Project Delivery","G6","Heterosexual / straight","55","[c]","68920","67160"
"New entrant CS","2023","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","G7","Heterosexual / straight","160","[c]","52370","52000"
"New entrant CS","2023","Project Delivery","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","G7","Unknown","40","[c]","53840","54220"
"New entrant CS","2023","Project Delivery","HEO","Heterosexual / straight","275","[c]","33610","33830"
"New entrant CS","2023","Project Delivery","HEO","LGBO","35","[c]","33240","33670"
"New entrant CS","2023","Project Delivery","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HEO","Unknown","185","[c]","31180","28840"
"New entrant CS","2023","Project Delivery","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SEO","Heterosexual / straight","190","[c]","41040","41000"
"New entrant CS","2023","Project Delivery","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SEO","Unknown","75","[c]","40950","41000"
"New entrant CS","2023","Project Delivery","Unknown","Heterosexual / straight","130","[c]","35310","32500"
"New entrant CS","2023","Project Delivery","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Unknown","75","[c]","29840","26000"
"New entrant CS","2023","Property","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","AA","Unknown","50","[c]","20260","19770"
"New entrant CS","2023","Property","AO","Heterosexual / straight","125","[c]","22630","22520"
"New entrant CS","2023","Property","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Property","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","AO","Unknown","155","[c]","23270","22520"
"New entrant CS","2023","Property","EO","Heterosexual / straight","85","[c]","27150","27080"
"New entrant CS","2023","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","EO","Unknown","50","[c]","27220","27080"
"New entrant CS","2023","Property","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","G7","Heterosexual / straight","50","[c]","53800","54250"
"New entrant CS","2023","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","HEO","Heterosexual / straight","85","[c]","33710","33830"
"New entrant CS","2023","Property","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","HEO","Unknown","65","[c]","32690","33830"
"New entrant CS","2023","Property","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO","Heterosexual / straight","80","[c]","41230","41000"
"New entrant CS","2023","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO","Unknown","40","[c]","42050","41200"
"New entrant CS","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","AA","Heterosexual / straight","120","[c]","26040","27500"
"New entrant CS","2023","Security","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","AA","Unknown","170","[c]","26350","27500"
"New entrant CS","2023","Security","AO","Heterosexual / straight","115","[c]","25770","25350"
"New entrant CS","2023","Security","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","AO","Unknown","230","[c]","29320","26350"
"New entrant CS","2023","Security","EO","Heterosexual / straight","65","[c]","27030","27080"
"New entrant CS","2023","Security","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","EO","Unknown","60","[c]","26730","27080"
"New entrant CS","2023","Security","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Security","HEO","Heterosexual / straight","60","[c]","33770","32640"
"New entrant CS","2023","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA","Heterosexual / straight","175","[c]","22010","22180"
"New entrant CS","2023","Unknown","AA","LGBO","40","[c]","22110","22180"
"New entrant CS","2023","Unknown","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA","Unknown","775","[c]","22320","22180"
"New entrant CS","2023","Unknown","AO","Heterosexual / straight","195","[c]","22710","22150"
"New entrant CS","2023","Unknown","AO","LGBO","40","[c]","22810","22150"
"New entrant CS","2023","Unknown","AO","Undeclared","30","[c]","22160","22150"
"New entrant CS","2023","Unknown","AO","Unknown","190","[c]","25000","25710"
"New entrant CS","2023","Unknown","EO","Heterosexual / straight","480","[c]","28720","29100"
"New entrant CS","2023","Unknown","EO","LGBO","65","[c]","28680","29100"
"New entrant CS","2023","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","Unknown","565","[c]","28940","29100"
"New entrant CS","2023","Unknown","G6","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6","Unknown","40","[c]","73090","70540"
"New entrant CS","2023","Unknown","G7","Heterosexual / straight","140","[c]","54340","53440"
"New entrant CS","2023","Unknown","G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G7","Unknown","140","[c]","55310","52360"
"New entrant CS","2023","Unknown","HEO","Heterosexual / straight","390","[c]","33360","33520"
"New entrant CS","2023","Unknown","HEO","LGBO","60","[c]","34580","33520"
"New entrant CS","2023","Unknown","HEO","Undeclared","35","[c]","32430","32460"
"New entrant CS","2023","Unknown","HEO","Unknown","630","[c]","32000","33000"
"New entrant CS","2023","Unknown","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO","Heterosexual / straight","210","[c]","42810","41640"
"New entrant CS","2023","Unknown","SEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO","Unknown","190","[c]","43070","41640"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","150","[c]","22470","17530"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
