"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Mixed","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Legal","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Undeclared","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","No function","Heterosexual / straight","205","200","35820","31280"
"In post","2023","Undeclared","Mixed","No function","LGBO","30","30","35300","32720"
"In post","2023","Undeclared","Mixed","No function","Undeclared","60","55","33350","31670"
"In post","2023","Undeclared","Mixed","No function","Unknown","35","30","39090","34170"
"In post","2023","Undeclared","Mixed","Project Delivery","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Undeclared","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Analysis","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","No function","Heterosexual / straight","55","55","34350","28880"
"In post","2023","Undeclared","Other ethnicity","No function","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","No function","Undeclared","70","70","42190","35510"
"In post","2023","Undeclared","Other ethnicity","No function","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","Undeclared","75","70","45840","43650"
"In post","2023","Undeclared","Undeclared","Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Commercial","Undeclared","85","85","49410","43330"
"In post","2023","Undeclared","Undeclared","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Communications","Undeclared","35","35","39380","40790"
"In post","2023","Undeclared","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Counter Fraud","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Counter Fraud","Undeclared","355","335","38490","35000"
"In post","2023","Undeclared","Undeclared","Counter Fraud","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Debt","Undeclared","65","60","25010","22520"
"In post","2023","Undeclared","Undeclared","Debt","Unknown","15","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","Undeclared","460","450","45330","42140"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Finance","Undeclared","180","170","42100","37710"
"In post","2023","Undeclared","Undeclared","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Grants Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Grants Management","Undeclared","80","75","26820","25920"
"In post","2023","Undeclared","Undeclared","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Human Resources","Undeclared","180","175","39310","34400"
"In post","2023","Undeclared","Undeclared","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Legal","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Legal","Undeclared","90","85","52440","52600"
"In post","2023","Undeclared","Undeclared","Legal","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","No function","Heterosexual / straight","260","245","32770","28960"
"In post","2023","Undeclared","Undeclared","No function","LGBO","50","45","31840","30410"
"In post","2023","Undeclared","Undeclared","No function","Undeclared","3715","3485","35850","32490"
"In post","2023","Undeclared","Undeclared","No function","Unknown","380","360","43590","38540"
"In post","2023","Undeclared","Undeclared","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Project Delivery","Undeclared","300","290","48270","43390"
"In post","2023","Undeclared","Undeclared","Project Delivery","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Property","Undeclared","150","145","40820","37300"
