"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","UK Export Finance","Operational Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Policy","London","Female","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","London","Female","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","London","Male","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Commercial","London","Female","30","25","[c]","[c]"
"In post","2023","UK Health Security Agency","Commercial","London","Male","35","35","61140","56500"
"In post","2023","UK Health Security Agency","Commercial","Outside London","Female","30","30","40650","37060"
"In post","2023","UK Health Security Agency","Commercial","Outside London","Male","20","20","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","London","Female","35","35","51240","45200"
"In post","2023","UK Health Security Agency","Communications","London","Male","25","25","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","London","Female","80","80","45990","40880"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","London","Male","85","80","50700","53400"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","Outside London","Female","90","90","47920","49590"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","Outside London","Male","70","70","47490","46040"
"In post","2023","UK Health Security Agency","Finance","London","Female","25","25","[c]","[c]"
"In post","2023","UK Health Security Agency","Finance","London","Male","25","25","[c]","[c]"
"In post","2023","UK Health Security Agency","Finance","Outside London","Female","55","55","37980","29160"
"In post","2023","UK Health Security Agency","Finance","Outside London","Male","30","30","45310","46040"
"In post","2023","UK Health Security Agency","Human Resources","London","Female","65","65","40580","32980"
"In post","2023","UK Health Security Agency","Human Resources","London","Male","20","20","[c]","[c]"
"In post","2023","UK Health Security Agency","Human Resources","Outside London","Female","70","65","41340","37060"
"In post","2023","UK Health Security Agency","Human Resources","Outside London","Male","15","15","[c]","[c]"
"In post","2023","UK Health Security Agency","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","Outside London","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Medicine","London","Female","95","80","94250","98830"
"In post","2023","UK Health Security Agency","Medicine","London","Male","45","35","105320","104070"
"In post","2023","UK Health Security Agency","Medicine","Outside London","Female","160","135","80040","83170"
"In post","2023","UK Health Security Agency","Medicine","Outside London","Male","85","75","108020","118220"
"In post","2023","UK Health Security Agency","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Operational Delivery","London","Female","725","685","43120","40100"
"In post","2023","UK Health Security Agency","Operational Delivery","London","Male","405","390","49310","42370"
"In post","2023","UK Health Security Agency","Operational Delivery","Outside London","Female","1040","965","37390","33710"
"In post","2023","UK Health Security Agency","Operational Delivery","Outside London","Male","510","500","41660","37810"
"In post","2023","UK Health Security Agency","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","London","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","London","Male","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Property","Outside London","Male","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Science and Engineering","London","Female","350","335","44140","41280"
"In post","2023","UK Health Security Agency","Science and Engineering","London","Male","150","150","45840","42700"
"In post","2023","UK Health Security Agency","Science and Engineering","Outside London","Female","615","570","39600","37790"
"In post","2023","UK Health Security Agency","Science and Engineering","Outside London","Male","365","355","43090","40430"
"In post","2023","UK Health Security Agency","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Statistics","London","Male","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Commercial","Outside London","Male","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2023","UK Hydrographic Office","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Corporate Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","Outside London","Female","30","30","43160","43890"
"In post","2023","UK Hydrographic Office","Digital, Data and Technology","Outside London","Male","140","140","44330","43890"
"In post","2023","UK Hydrographic Office","Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2023","UK Hydrographic Office","Finance","Outside London","Male","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Geography","Outside London","Female","160","145","32560","29880"
"In post","2023","UK Hydrographic Office","Geography","Outside London","Male","310","300","33160","34370"
"In post","2023","UK Hydrographic Office","Human Resources","Outside London","Female","20","20","[c]","[c]"
"In post","2023","UK Hydrographic Office","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Internal Audit","Outside London","Female","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Knowledge and Information Management","Outside London","Female","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Knowledge and Information Management","Outside London","Male","10","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Operational Delivery","Outside London","Female","10","10","[c]","[c]"
"In post","2023","UK Hydrographic Office","Operational Delivery","Outside London","Male","20","20","[c]","[c]"
"In post","2023","UK Hydrographic Office","Other","Outside London","Female","55","55","37270","34370"
"In post","2023","UK Hydrographic Office","Other","Outside London","Male","55","50","49390","45260"
"In post","2023","UK Hydrographic Office","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Project Delivery","Outside London","Female","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Project Delivery","Outside London","Male","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Science and Engineering","Outside London","Female","10","10","[c]","[c]"
"In post","2023","UK Hydrographic Office","Science and Engineering","Outside London","Male","15","15","[c]","[c]"
"In post","2023","UK Hydrographic Office","Security","Outside London","Female","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Security","Outside London","Male","10","10","[c]","[c]"
"In post","2023","UK Space Agency","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
