"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Corporate Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2023","No function","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","EO","20","20","30450","30200"
"In post","2023","No function","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","No function","Counter Fraud","Outside London","AA/AO","25","25","21730","22400"
"In post","2023","No function","Counter Fraud","Outside London","EO","125","115","26250","26180"
"In post","2023","No function","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Outside London","SEO/HEO","40","35","35230","34400"
"In post","2023","No function","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","London","EO","10","10","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","London","G6/G7","340","335","64790","63190"
"In post","2023","No function","Digital, Data and Technology","London","SCS level","20","20","106860","101170"
"In post","2023","No function","Digital, Data and Technology","London","SEO/HEO","195","190","41510","43000"
"In post","2023","No function","Digital, Data and Technology","Outside London","AA/AO","35","35","23770","22500"
"In post","2023","No function","Digital, Data and Technology","Outside London","EO","45","45","28680","27450"
"In post","2023","No function","Digital, Data and Technology","Outside London","G6/G7","105","105","60400","58480"
"In post","2023","No function","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Outside London","SEO/HEO","100","95","38110","39100"
"In post","2023","No function","Digital, Data and Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","London","EO","5","5","[c]","[c]"
"In post","2023","No function","Economics","London","G6/G7","120","115","62530","59600"
"In post","2023","No function","Economics","London","SCS level","20","20","86530","80500"
"In post","2023","No function","Economics","London","SEO/HEO","95","95","39550","40260"
"In post","2023","No function","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Outside London","G6/G7","15","15","55060","54430"
"In post","2023","No function","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Outside London","SEO/HEO","25","25","37660","37530"
"In post","2023","No function","Economics","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","AA/AO","5","5","[c]","[c]"
"In post","2023","No function","Finance","London","EO","10","10","29760","29750"
"In post","2023","No function","Finance","London","G6/G7","25","25","60790","59000"
"In post","2023","No function","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","SEO/HEO","50","50","40050","38500"
"In post","2023","No function","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Outside London","AA/AO","10","10","23160","22450"
"In post","2023","No function","Finance","Outside London","EO","20","15","26670","26960"
"In post","2023","No function","Finance","Outside London","G6/G7","15","15","57380","54260"
"In post","2023","No function","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Outside London","SEO/HEO","25","25","36460","36110"
"In post","2023","No function","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","Outside London","AA/AO","35","35","21700","21690"
"In post","2023","No function","Geography","Outside London","EO","185","175","28360","27610"
"In post","2023","No function","Geography","Outside London","G6/G7","10","10","57320","55470"
"In post","2023","No function","Geography","Outside London","SEO/HEO","245","230","37040","34370"
"In post","2023","No function","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","London","EO","35","35","31670","32250"
"In post","2023","No function","Human Resources","London","G6/G7","40","40","63310","62620"
"In post","2023","No function","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","London","SEO/HEO","60","55","39930","41870"
"In post","2023","No function","Human Resources","Outside London","AA/AO","15","15","22460","22500"
"In post","2023","No function","Human Resources","Outside London","EO","45","45","27330","27450"
"In post","2023","No function","Human Resources","Outside London","G6/G7","25","25","57980","54260"
"In post","2023","No function","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Outside London","SEO/HEO","70","65","36420","37750"
"In post","2023","No function","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","G6/G7","60","60","75850","77470"
"In post","2023","No function","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","SEO/HEO","40","40","52040","52750"
"In post","2023","No function","Inspector of Education and Training","Outside London","G6/G7","495","490","77560","77470"
"In post","2023","No function","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Outside London","SEO/HEO","385","370","51740","52750"
"In post","2023","No function","Intelligence Analysis","London","AA/AO","35","35","26180","26400"
"In post","2023","No function","Intelligence Analysis","London","EO","390","360","30720","30160"
"In post","2023","No function","Intelligence Analysis","London","G6/G7","80","80","62880","61440"
"In post","2023","No function","Intelligence Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","London","SEO/HEO","435","425","41120","39560"
"In post","2023","No function","Intelligence Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Outside London","AA/AO","45","40","22990","22400"
"In post","2023","No function","Intelligence Analysis","Outside London","EO","1130","1070","27680","27330"
"In post","2023","No function","Intelligence Analysis","Outside London","G6/G7","30","30","57770","54570"
"In post","2023","No function","Intelligence Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Outside London","SEO/HEO","525","510","35460","34050"
"In post","2023","No function","Intelligence Analysis","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","SEO/HEO","10","10","56790","56650"
"In post","2023","No function","Intelligence Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","London","EO","80","80","29840","29280"
"In post","2023","No function","International Trade","London","G6/G7","595","590","59380","55500"
"In post","2023","No function","International Trade","London","SCS level","95","90","84340","77040"
"In post","2023","No function","International Trade","London","SEO/HEO","615","615","39360","41550"
"In post","2023","No function","International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Outside London","EO","55","50","26580","26060"
"In post","2023","No function","International Trade","Outside London","G6/G7","145","140","55550","53340"
"In post","2023","No function","International Trade","Outside London","SCS level","10","10","82710","74940"
"In post","2023","No function","International Trade","Outside London","SEO/HEO","375","360","38850","38730"
"In post","2023","No function","International Trade","Overseas","G6/G7","100","100","58480","57720"
"In post","2023","No function","International Trade","Overseas","SCS level","30","30","85980","77940"
"In post","2023","No function","International Trade","Overseas","SEO/HEO","50","50","39180","39450"
"In post","2023","No function","Knowledge and Information Management","London","AA/AO","25","20","24880","25280"
"In post","2023","No function","Knowledge and Information Management","London","EO","70","65","29640","29660"
"In post","2023","No function","Knowledge and Information Management","London","G6/G7","80","75","59690","56430"
"In post","2023","No function","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","London","SEO/HEO","195","190","37860","36550"
"In post","2023","No function","Knowledge and Information Management","Outside London","AA/AO","80","75","21910","21780"
"In post","2023","No function","Knowledge and Information Management","Outside London","EO","150","140","27780","28120"
"In post","2023","No function","Knowledge and Information Management","Outside London","G6/G7","40","35","55750","54260"
"In post","2023","No function","Knowledge and Information Management","Outside London","SEO/HEO","190","180","35230","34170"
"In post","2023","No function","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","London","EO","10","10","[c]","[c]"
"In post","2023","No function","Legal","London","G6/G7","155","145","62820","60340"
"In post","2023","No function","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","London","SEO/HEO","165","155","45140","44140"
"In post","2023","No function","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","Outside London","EO","15","15","25990","25830"
"In post","2023","No function","Legal","Outside London","G6/G7","125","125","58860","59470"
"In post","2023","No function","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","Outside London","SEO/HEO","690","610","40750","41510"
"In post","2023","No function","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","London","AA/AO","10","10","[c]","[c]"
"In post","2023","No function","Medicine","London","EO","20","15","32180","29850"
"In post","2023","No function","Medicine","London","G6/G7","80","70","71510","63540"
"In post","2023","No function","Medicine","London","SCS level","85","70","121590","117370"
"In post","2023","No function","Medicine","London","SEO/HEO","65","60","42120","41950"
"In post","2023","No function","Medicine","Outside London","AA/AO","295","270","23930","24680"
"In post","2023","No function","Medicine","Outside London","EO","255","235","32950","32930"
"In post","2023","No function","Medicine","Outside London","G6/G7","540","450","79550","84020"
"In post","2023","No function","Medicine","Outside London","SCS level","185","155","114440","112570"
"In post","2023","No function","Medicine","Outside London","SEO/HEO","605","540","41210","40590"
"In post","2023","No function","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","Overseas","EO","10","10","44450","42880"
"In post","2023","No function","Medicine","Overseas","G6/G7","15","15","102230","103240"
"In post","2023","No function","Medicine","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","Overseas","SEO/HEO","15","15","51460","50970"
"In post","2023","No function","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Operational Delivery","London","AA/AO","8695","8040","27870","26400"
"In post","2023","No function","Operational Delivery","London","EO","11055","10320","31880","31680"
"In post","2023","No function","Operational Delivery","London","G6/G7","2020","1970","63350","60640"
