"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Project Delivery","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Cumbria","West Cumbria","35","[c]","39280","32500"
"New entrant CS","2023","Project Delivery","North West (England)","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Greater Manchester","Greater Manchester South West","15","[c]","36710","34400"
"New entrant CS","2023","Project Delivery","North West (England)","Greater Manchester","Manchester","40","[c]","39440","31270"
"New entrant CS","2023","Project Delivery","North West (England)","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Lancashire","Mid Lancashire","10","[c]","24840","22150"
"New entrant CS","2023","Project Delivery","North West (England)","Merseyside","Liverpool","15","[c]","37480","34550"
"New entrant CS","2023","Project Delivery","North West (England)","Merseyside","Sefton","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Northern Ireland","Northern Ireland","Belfast","10","[c]","42170","41000"
"New entrant CS","2023","Project Delivery","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scotland","Eastern Scotland","City of Edinburgh","10","[c]","47230","52330"
"New entrant CS","2023","Project Delivery","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scotland","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","15","[c]","32750","35000"
"New entrant CS","2023","Project Delivery","Scotland","West Central Scotland","Glasgow City","25","[c]","40520","36000"
"New entrant CS","2023","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","20","[c]","43520","35830"
"New entrant CS","2023","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","Central Hampshire","100","[c]","36050","33830"
"New entrant CS","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","Portsmouth","20","[c]","39510","40750"
"New entrant CS","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","South Hampshire","20","[c]","36930","31060"
"New entrant CS","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","15","[c]","27710","25030"
"New entrant CS","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South West (England)","Devon","Devon CC","75","[c]","32370","33430"
"New entrant CS","2023","Project Delivery","South West (England)","Devon","Plymouth","30","[c]","35750","33990"
"New entrant CS","2023","Project Delivery","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South West (England)","Dorset and Somerset","Somerset CC","15","[c]","41080","39500"
"New entrant CS","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","315","[c]","32800","31530"
"New entrant CS","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","[c]","35130","34030"
"New entrant CS","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","165","[c]","34030","30650"
"New entrant CS","2023","Project Delivery","Wales","East Wales","Cardiff and Vale of Glamorgan","30","[c]","43110","41490"
"New entrant CS","2023","Project Delivery","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Wales","East Wales","Monmouthshire and Newport","25","[c]","38580","37690"
"New entrant CS","2023","Project Delivery","Wales","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Wales","West Wales and The Valleys","South West Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Wales","West Wales and The Valleys","Swansea","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","25","[c]","37300","33910"
"New entrant CS","2023","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","10","[c]","39290","35850"
"New entrant CS","2023","Project Delivery","West Midlands (England)","West Midlands","Birmingham","25","[c]","46600","40390"
"New entrant CS","2023","Project Delivery","West Midlands (England)","West Midlands","Coventry","10","[c]","33620","30330"
"New entrant CS","2023","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Yorkshire and The Humber","North Yorkshire","York","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Yorkshire and The Humber","South Yorkshire","Sheffield","10","[c]","30610","28840"
"New entrant CS","2023","Project Delivery","Yorkshire and The Humber","West Yorkshire","Leeds","25","[c]","35650","34170"
"New entrant CS","2023","Project Delivery","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","25","[c]","31350","26020"
"New entrant CS","2023","Property","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","[c]","19770","19770"
"New entrant CS","2023","Property","East Midlands (England)","Lincolnshire","Lincolnshire CC","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","East of England","East Anglia","Cambridgeshire CC","10","[c]","37490","36830"
"New entrant CS","2023","Property","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","East of England","East Anglia","Norwich and East Norfolk","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","East of England","East Anglia","Suffolk CC","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","London","Inner London - East","Tower Hamlets","20","[c]","35540","29660"
"New entrant CS","2023","Property","London","Inner London - West","Westminster","55","[c]","41480","40000"
"New entrant CS","2023","Property","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","London","Outer London - South","Croydon","15","[c]","31810","29000"
"New entrant CS","2023","Property","London","Outer London - West and North West","Brent","10","[c]","34310","29660"
"New entrant CS","2023","Property","London","Outer London - West and North West","Harrow and Hillingdon","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","London","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
