"Status","Year","Disability","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Northern Ireland Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Heterosexual / straight","85","80","46600","41050"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","40","35","41900","36890"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","765","755","67120","72470"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","55","55","71040","77470"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Undeclared","35","35","66710","66170"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","135","125","31040","27140"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","190","185","31860","27140"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","Unknown","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","60","60","52570","43840"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","Heterosexual / straight","30","30","45020","38490"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","Heterosexual / straight","85","80","42710","40650"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","35","35","47130","43060"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Communications","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","115","115","51670","46160"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","40","40","53510","49070"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Economics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Economics","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Finance","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Human Resources","Heterosexual / straight","30","30","42100","37540"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
